法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
勅令,明治二十一年勅令第七十六号,勲章佩用式,くんしょうはいようしき,,明治二十一年十一月十七日,平成２７年８月１日（基準日）現在のデータ,,,,,121IO0000000076,https://elaws.e-gov.go.jp/document?lawid=121IO0000000076_20150801_000000000000000,,
府省令,明治二十七年閣令第一号,褒章条例取扱手続,ほうしょうじょうれいとりあつかいてつづき,,明治二十七年一月六日,平成２８年１０月１日（基準日）現在のデータ,,,,,127M10000001001,https://elaws.e-gov.go.jp/document?lawid=127M10000001001_20161001_000000000000000,,
勅令,明治四十一年勅令第二百九十一号,勲章褫奪令,くんしょうちだつれい,,明治四十一年十二月二日,刑法等の一部を改正する法律及び薬物使用等の罪を犯した者に対する刑の一部の執行猶予に関する法律の施行に伴う関係政令の整備に関する政令,平成二十八年政令第百九十九号,平成二十八年四月十五日,平成二十八年六月一日,,141IO0000000291,https://elaws.e-gov.go.jp/document?lawid=141IO0000000291_20160601_428CO0000000199,,
府省令,明治四十一年閣令第二号,勲章褫奪令施行細則,くんしょうちだつれいせこうさいそく,,明治四十一年十二月二日,平成２８年１０月１日（基準日）現在のデータ,,,,,141M10000001002,https://elaws.e-gov.go.jp/document?lawid=141M10000001002_20161001_000000000000000,,
勅令,明治二十一年勅令第一号,明治二十一年勅令第一号（宝冠章及大勲位菊花章頸飾ニ関スル件）,ほうかんしょうおよびだいくんいきっかしょうけいしょくにかんするけん,,明治二十一年一月四日,平成２７年８月１日（基準日）現在のデータ,,,,,121IO0000000001,https://elaws.e-gov.go.jp/document?lawid=121IO0000000001_20150801_000000000000000,,
勅令,大正十五年勅令第三百二十五号,位階令,いかいれい,,大正十五年十月二十一日,刑法等の一部を改正する法律及び薬物使用等の罪を犯した者に対する刑の一部の執行猶予に関する法律の施行に伴う関係政令の整備に関する政令,平成二十八年政令第百九十九号,平成二十八年四月十五日,平成二十八年六月一日,,215IO0000000325,https://elaws.e-gov.go.jp/document?lawid=215IO0000000325_20160601_428CO0000000199,,
府省令,大正十五年閣令第六号,位階令施行細則,いかいれいせこうさいそく,,大正十五年十月二十一日,平成２８年１０月１日（基準日）現在のデータ,,,,,215M10000001006,https://elaws.e-gov.go.jp/document?lawid=215M10000001006_20161001_000000000000000,,
勅令,昭和五年勅令第百四十八号,帝都復興記念章令,ていとふっこうきねんしょうれい,,昭和五年八月十三日,平成２７年８月１日（基準日）現在のデータ,,,,,305IO0000000148,https://elaws.e-gov.go.jp/document?lawid=305IO0000000148_20150801_000000000000000,,
勅令,昭和十二年勅令第九号,文化勲章令,ぶんかくんしょうれい,,昭和十二年二月十一日,平成２７年８月１日（基準日）現在のデータ,,,,,312IO0000000009,https://elaws.e-gov.go.jp/document?lawid=312IO0000000009_20150801_000000000000000,,
勅令,昭和十五年勅令第四百八十八号,紀元二千六百年祝典記念章令,きげんにせんろくぴゃくねんしゅくてんきねんしょうれい,,昭和十五年七月二十七日,平成２７年８月１日（基準日）現在のデータ,,,,,315IO0000000488,https://elaws.e-gov.go.jp/document?lawid=315IO0000000488_20150801_000000000000000,,
憲法,昭和二十一年憲法,日本国憲法,にほんこくけんぽう,,昭和二十一年十一月三日,平成２７年８月１日（基準日）現在のデータ,,,昭和二十二年五月三日,,321CONSTITUTION,https://elaws.e-gov.go.jp/document?lawid=321CONSTITUTION_19470503_000000000000000,,
法律,昭和二十二年法律第四号,皇室経済法,こうしつけいざいほう,,昭和二十二年一月十六日,平成２７年８月１日（基準日）現在のデータ,,,,,322AC0000000004,https://elaws.e-gov.go.jp/document?lawid=322AC0000000004_20150801_000000000000000,,
法律,昭和二十二年法律第十三号,請願法,せいがんほう,,昭和二十二年三月十三日,平成２７年８月１日（基準日）現在のデータ,,,,,322AC0000000013,https://elaws.e-gov.go.jp/document?lawid=322AC0000000013_20150801_000000000000000,,
法律,昭和二十二年法律第百十三号,皇室経済法施行法,こうしつけいざいほうせこうほう,,昭和二十二年十月二日,平成２７年８月１日（基準日）現在のデータ,,,,,322AC0000000113,https://elaws.e-gov.go.jp/document?lawid=322AC0000000113_20150801_000000000000000,,
政令,昭和二十二年政令第一号,皇統譜令,こうとうふれい,,昭和二十二年五月三日,平成２７年８月１日（基準日）現在のデータ,,,,,322CO0000000001,https://elaws.e-gov.go.jp/document?lawid=322CO0000000001_20150801_000000000000000,,
法律,昭和二十二年法律第三号,皇室典範,こうしつてんぱん,,昭和二十二年一月十六日,天皇の退位等に関する皇室典範特例法,平成二十九年法律第六十三号,平成二十九年六月十六日,平成三十一年四月三十日,,322AC0000000003,https://elaws.e-gov.go.jp/document?lawid=322AC0000000003_20190430_429AC0000000063,,
政令,昭和二十二年政令第百六十四号,皇室会議議員及び予備議員互選規則,こうしつかいぎぎいんおよびよびぎいんごせんきそく,,昭和二十二年八月二十三日,平成２７年８月１日（基準日）現在のデータ,,,,,322CO0000000164,https://elaws.e-gov.go.jp/document?lawid=322CO0000000164_20150801_000000000000000,,
府省令,大正元年閣令第一号,大正元年閣令第一号（大喪中ノ国旗掲揚方）,たいそうなかのこっきけいようほう,,大正元年七月三十日,平成２８年１０月１日（基準日）現在のデータ,,,,,201M10000001001,https://elaws.e-gov.go.jp/document?lawid=201M10000001001_20161001_000000000000000,,
勅令,大正四年勅令第百五十四号,大正四年勅令第百五十四号（大礼記念章制定ノ件）,たいれいきねんしょうせいていのけん,,大正四年八月十二日,平成２７年８月１日（基準日）現在のデータ,,,,,204IO0000000154,https://elaws.e-gov.go.jp/document?lawid=204IO0000000154_20150801_000000000000000,,
法律,昭和二十三年法律第百九十九号,人身保護法,じんしんほごほう,,昭和二十三年七月三十日,平成２７年８月１日（基準日）現在のデータ,,,,,323AC1000000199,https://elaws.e-gov.go.jp/document?lawid=323AC1000000199_20150801_000000000000000,,
勅令,大正十年勅令第二百七十二号,大正十年勅令第二百七十二号（第一回国勢調査記念章制定ノ件）,だいいっかいこくせいちょうさきねんしょうせいていのけん,,大正十年六月十七日,平成２７年８月１日（基準日）現在のデータ,,,,,210IO0000000272,https://elaws.e-gov.go.jp/document?lawid=210IO0000000272_20150801_000000000000000,,
法律,昭和二十五年法律第百四十七号,国籍法,こくせきほう,,昭和二十五年五月四日,平成２７年８月１日（基準日）現在のデータ,,,,,325AC0000000147,https://elaws.e-gov.go.jp/document?lawid=325AC0000000147_20150801_000000000000000,,
法律,昭和二十五年法律第百四十七号,国籍法,こくせきほう,,昭和二十五年五月四日,民法の一部を改正する法律,平成三十年法律第五十九号,平成三十年六月二十日,令和四年四月一日,,325AC0000000147,https://elaws.e-gov.go.jp/document?lawid=325AC0000000147_20220401_430AC0000000059,○,
勅令,昭和三年勅令第百八十八号,昭和三年勅令第百八十八号（大礼記念章制定ノ件）,たいれいきねんしょうせいていのけん,,昭和三年八月一日,平成２７年８月１日（基準日）現在のデータ,,,,,303IO0000000188,https://elaws.e-gov.go.jp/document?lawid=303IO0000000188_20150801_000000000000000,,
法律,昭和二十七年法律第八十一号,ポツダム宣言の受諾に伴い発する命令に関する件の廃止に関する法律,ぽつだむせんげんのじゅだくにともないはっするめいれいにかんするけんのはいしにかんするほうりつ,,昭和二十七年四月十一日,平成２７年８月１日（基準日）現在のデータ,,,,,327AC0000000081,https://elaws.e-gov.go.jp/document?lawid=327AC0000000081_20150801_000000000000000,,
