法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
法律,昭和二十七年法律第二百三十二号,日本国とアメリカ合衆国との間の相互協力及び安全保障条約第六条に基づく施設及び区域並びに日本国における合衆国軍隊の地位に関する協定及び日本国における国際連合の軍隊の地位に関する協定の実施に伴う航空法の特例に関する法律,にほんこくとあめりかがっしゅうこくとのあいだのそうごきょうりょくおよびあんぜんほしょうじょうやくだいろくじょうにもとづくしせつおよびくいきならびににほんこくにおけるがっしゅうこくぐんたいのちいにかんするきょうていおよびにほんこくにおけるこくさいれんごうのぐんたいのちいにかんするきょうていのじっしにともなうこうくうほうのとくれいにかんするほうりつ,,昭和二十七年七月十五日,航空法及び運輸安全委員会設置法の一部を改正する法律,令和元年法律第三十八号,令和元年六月十九日,令和元年九月十八日,,327AC0000000232,https://elaws.e-gov.go.jp/document?lawid=327AC0000000232_20190918_501AC0000000038,,
法律,昭和二十七年法律第二百三十二号,日本国とアメリカ合衆国との間の相互協力及び安全保障条約第六条に基づく施設及び区域並びに日本国における合衆国軍隊の地位に関する協定及び日本国における国際連合の軍隊の地位に関する協定の実施に伴う航空法の特例に関する法律,にほんこくとあめりかがっしゅうこくとのあいだのそうごきょうりょくおよびあんぜんほしょうじょうやくだいろくじょうにもとづくしせつおよびくいきならびににほんこくにおけるがっしゅうこくぐんたいのちいにかんするきょうていおよびにほんこくにおけるこくさいれんごうのぐんたいのちいにかんするきょうていのじっしにともなうこうくうほうのとくれいにかんするほうりつ,,昭和二十七年七月十五日,無人航空機等の飛行による危害の発生を防止するための航空法及び重要施設の周辺地域の上空における小型無人機等の飛行の禁止に関する法律の一部を改正する法律,令和二年法律第六十一号,令和二年六月二十四日,令和四年六月二十三日,公布の日から起算して二年を超えない範囲内において政令で定める日,327AC0000000232,https://elaws.e-gov.go.jp/document?lawid=327AC0000000232_20220623_502AC0000000061,○,
政令,昭和二十七年政令第四百二十一号,航空法施行令,こうくうほうせこうれい,,昭和二十七年九月十六日,無人航空機等の飛行による危害の発生を防止するための航空法及び重要施設の周辺地域の上空における小型無人機等の飛行の禁止に関する法律の一部を改正する法律の一部の施行に伴う関係政令の整理に関する政令,令和二年政令第二百十三号,令和二年七月三日,令和二年九月二十三日,,327CO0000000421,https://elaws.e-gov.go.jp/document?lawid=327CO0000000421_20200923_502CO0000000213,,○
府省令,昭和二十七年運輸省令第四十四号,空港管理規則,くうこうかんりきそく,,昭和二十七年七月三日,平成２８年１０月１日（基準日）現在のデータ,,,,,327M50000800044,https://elaws.e-gov.go.jp/document?lawid=327M50000800044_20161001_000000000000000,,
政令,昭和二十八年政令第二百九十六号,航空機登録令,こうくうきとうろくれい,,昭和二十八年九月二十五日,押印を求める手続の見直し等のための国土交通省関係政令の一部を改正する政令,令和二年政令第三百六十三号,令和二年十二月二十三日,令和三年一月一日,,328CO0000000296,https://elaws.e-gov.go.jp/document?lawid=328CO0000000296_20210101_502CO0000000363,,○
府省令,昭和二十七年運輸省令第五十六号,航空法施行規則,こうくうほうせこうきそく,,昭和二十七年七月三十一日,航空法施行規則の一部を改正する省令,令和二年国土交通省令第八十二号,令和二年九月三十日,令和二年九月三十日,,327M50000800056,https://elaws.e-gov.go.jp/document?lawid=327M50000800056_20200930_502M60000800082,,
府省令,昭和二十八年運輸省令第五十号,航空機登録規則,こうくうきとうろくきそく,,昭和二十八年九月二十五日,平成２８年１０月１日（基準日）現在のデータ,,,,,328M50000800050,https://elaws.e-gov.go.jp/document?lawid=328M50000800050_20161001_000000000000000,,
法律,昭和三十一年法律第八十号,空港法,くうこうせいびほう,,昭和三十一年四月二十日,成年被後見人等の権利の制限に係る措置の適正化等を図るための関係法律の整備に関する法律,令和元年法律第三十七号,令和元年六月十四日,令和元年九月十四日,,331AC0000000080,https://elaws.e-gov.go.jp/document?lawid=331AC0000000080_20190914_501AC0000000037,,
政令,昭和三十一年政令第二百三十二号,空港法施行令,くうこうせいびほうせこうれい,,昭和三十一年七月十日,成年被後見人等の権利の制限に係る措置の適正化等を図るための関係法律の整備に関する法律の施行に伴う国土交通省関係政令の整理等に関する政令,令和元年政令第九十一号,令和元年九月六日,令和元年十二月十四日,,331CO0000000232,https://elaws.e-gov.go.jp/document?lawid=331CO0000000232_20191214_501CO0000000091,,
府省令,昭和三十一年運輸省令第四十一号,空港法施行規則,くうこうせいびほうせこうきそく,,昭和三十一年七月十日,押印を求める手続の見直し等のための国土交通省関係省令の一部を改正する省令,令和二年国土交通省令第九十八号,令和二年十二月二十三日,令和三年一月一日,,331M50000800041,https://elaws.e-gov.go.jp/document?lawid=331M50000800041_20210101_502M60000800098,,
