法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
府省令,昭和三十五年総理府令第四十八号,防衛省職員給与留守宅渡実施規則,ぼうえいしょうしょくいんきゅうよるすたくわたりじっしきそく,,昭和三十五年八月十六日,自衛隊法施行規則等の一部を改正する省令,令和二年防衛省令第十二号,令和二年十二月二十八日,令和二年十二月二十八日,,335M50000002048,https://elaws.e-gov.go.jp/document?lawid=335M50000002048_20201228_502M60002000012,,
府省令,令和二年防衛省令第七号,自衛隊の特定行事及び自衛隊の特定施設に係る入場料の徴収に関する防衛省令,じえいたいのとくていぎょうじおよびじえいたいのとくていしせつにかかるにゅうじょうりょうのちょうしゅうにかんするぼうえいしょうれい,,令和二年七月二十九日,,,,令和二年七月二十九日,,502M60002000007,https://elaws.e-gov.go.jp/document?lawid=502M60002000007_20200729_000000000000000,,
府省令,令和二年防衛省令第九号,「故中曽根康弘」内閣・自由民主党合同葬儀における自衛隊の礼式に関する省令,こなかそねやすひろないかくじゆうみんしゅとうごうどうそうぎにおけるじえいたいのれいしきにかんするしょうれい,,令和二年十月十四日,,,,令和二年十月十四日,,502M60002000009,https://elaws.e-gov.go.jp/document?lawid=502M60002000009_20201014_000000000000000,,
府省令,昭和三十六年総理府令第四十号,統合幕僚学校組織規則,とうごうばくりょうがっこうそしききそく,,昭和三十六年七月十五日,平成２８年１０月１日（基準日）現在のデータ,,,,,336M50000002040,https://elaws.e-gov.go.jp/document?lawid=336M50000002040_20161001_000000000000000,,
政令,昭和三十七年政令第四百十二号,防衛施設地方審議会令,ぼうえいしせつちほうしんぎかいれい,,昭和三十七年十月二十日,平成２７年８月１日（基準日）現在のデータ,,,,,337CO0000000412,https://elaws.e-gov.go.jp/document?lawid=337CO0000000412_20150801_000000000000000,,
府省令,昭和三十九年総理府令第三十五号,防衛省の職員に対する寒冷地手当支給規則,ぼうえいしょうのしょくいんにたいするかんれいちてあてしきゅうきそく,,昭和三十九年八月二十八日,自衛隊法施行規則の一部を改正する省令,令和二年防衛省令第五号,令和二年六月三十日,令和二年六月三十日,,339M50000002035,https://elaws.e-gov.go.jp/document?lawid=339M50000002035_20200630_502M60002000005,,
府省令,昭和三十九年総理府令第四十二号,指定職俸給表の適用を受ける書記官その他の官職及びこれらに準ずる自衛官の官職を定める省令,していしょくほうきゅうひょうのてきようをうけるしょきかんそのたのかんしょくおよびこれらにじゅんずるじえいかんのかんしょくをさだめるしょうれい,,昭和三十九年十二月二十五日,自衛隊法施行規則等の一部を改正する省令,平成三十一年防衛省令第五号,平成三十一年三月二十九日,平成三十一年四月一日,,339M50000002042,https://elaws.e-gov.go.jp/document?lawid=339M50000002042_20190401_431M60002000005,,
政令,昭和四十一年政令第三百十二号,防衛省職員の災害補償に関する政令,ぼうえいしょうしょくいんのさいがいほしょうにかんするせいれい,,昭和四十一年九月八日,防衛省組織令等の一部を改正する政令,令和二年政令第八十三号,令和二年三月三十日,令和二年四月一日,,341CO0000000312,https://elaws.e-gov.go.jp/document?lawid=341CO0000000312_20200401_502CO0000000083,,
府省令,昭和四十一年総理府令第六号,旧軍人であつた自衛官の退職手当に係る在職期間の計算に関する総理府令,きゅうぐんじんであつたじえいかんのたいしょくてあてにかかるざいしょくきかんのけいさんにかんするそうりふれい,,昭和四十一年三月一日,平成２９年４月１日（基準日）現在のデータ,,,,,341M50000002006,https://elaws.e-gov.go.jp/document?lawid=341M50000002006_20170401_000000000000000,,
府省令,昭和四十四年総理府令第四十五号,防衛省職員給与施行規則,ぼうえいしょうしょくいんきゅうよせこうきそく,,昭和四十四年十二月二日,防衛省職員給与施行規則等の一部を改正する省令,令和二年防衛省令第三号,令和二年三月三十一日,令和二年四月一日,,344M50000002045,https://elaws.e-gov.go.jp/document?lawid=344M50000002045_20200401_502M60002000003,,
府省令,昭和四十五年総理府令第三号,地方総監部組織規則,ちほうそうかんぶそしききそく,,昭和四十五年三月二日,平成２９年４月１日（基準日）現在のデータ,,平成二十九年四月一日,,,345M50000002003,https://elaws.e-gov.go.jp/document?lawid=345M50000002003_20170401_999M50000002003,,
法律,昭和四十七年法律第三十三号,沖縄の復帰に伴う防衛庁関係法律の適用の特別措置等に関する法律　抄,おきなわのふっきにともなうぼうえいちょうかんけいほうりつのてきようのとくべつそちとうにかんするほうりつ　しょう,,昭和四十七年五月十三日,平成２７年８月１日（基準日）現在のデータ,,,,,347AC0000000033,https://elaws.e-gov.go.jp/document?lawid=347AC0000000033_20150801_000000000000000,,
政令,昭和四十七年政令第百八十七号,沖縄の復帰に伴う防衛庁関係法令の適用の特別措置に関する政令,おきなわのふっきにともなうぼうえいちょうかんけいほうれいのてきようのとくべつそちにかんするせいれい,,昭和四十七年五月十三日,平成２７年８月１日（基準日）現在のデータ,,,,,347CO0000000187,https://elaws.e-gov.go.jp/document?lawid=347CO0000000187_20150801_000000000000000,,
法律,昭和四十九年法律第百一号,防衛施設周辺の生活環境の整備等に関する法律,ぼうえいしせつしゅうへんのせいかつかんきょうのせいびとうにかんするほうりつ,,昭和四十九年六月二十七日,行政不服審査法の施行に伴う関係法律の整備等に関する法律,平成二十六年法律第六十九号,平成二十六年六月十三日,平成二十八年四月一日,,349AC0000000101,https://elaws.e-gov.go.jp/document?lawid=349AC0000000101_20160401_426AC0000000069,,
政令,昭和四十九年政令第二百二十八号,防衛施設周辺の生活環境の整備等に関する法律施行令,ぼうえいしせつしゅうへんのせいかつかんきょうのせいびとうにかんするほうりつせこうれい,,昭和四十九年六月二十七日,防衛省組織令及び防衛省の職員の給与等に関する法律施行令の一部を改正する政令,平成三十年政令第八十九号,平成三十年三月三十日,平成三十年四月一日,,349CO0000000228,https://elaws.e-gov.go.jp/document?lawid=349CO0000000228_20180401_430CO0000000089,,
府省令,平成元年総理府令第十号,航空総隊司令部、航空支援集団司令部、航空教育集団司令部、航空開発実験集団司令部、航空方面隊司令部及び航空団司令部組織規則,こうくうそうたいしれいぶ、こうくうしえんしゅうだんしれいぶ、こうくうきょういくしゅうだんしれいぶ、こうくうかいはつじっけんしゅうだんしれいぶ、こうくうほうめんたいしれいぶおよびこうくうだんしれいぶそしききそく,,平成元年三月十六日,航空総隊司令部、航空支援集団司令部、航空教育集団司令部、航空開発実験集団司令部、航空方面隊司令部及び航空団司令部組織規則の一部を改正する省令,平成三十一年防衛省令第二号,平成三十一年三月二十五日,平成三十一年三月二十六日,,401M50000002010,https://elaws.e-gov.go.jp/document?lawid=401M50000002010_20190326_431M60002000002,,
府省令,平成九年総理府令第一号,情報本部組織規則,じょうほうほんぶそしききそく,,平成九年一月九日,平成２８年１０月１日（基準日）現在のデータ,,,,,409M50000002001,https://elaws.e-gov.go.jp/document?lawid=409M50000002001_20161001_000000000000000,,
政令,平成十二年政令第百七十四号,自衛隊員倫理審査会令,じえいたいいんりんりしんさかいれい,,平成十二年三月三十一日,平成２７年８月１日（基準日）現在のデータ,,,,,412CO0000000174,https://elaws.e-gov.go.jp/document?lawid=412CO0000000174_20150801_000000000000000,,
法律,平成十一年法律第百三十号,自衛隊員倫理法,じえいたいいんりんりほう,,平成十一年八月十三日,自衛隊法等の一部を改正する法律,平成二十四年法律第百号,平成二十四年十一月二十六日,平成二十八年四月一日,,411AC1000000130,https://elaws.e-gov.go.jp/document?lawid=411AC1000000130_20160401_424AC0000000100,,
政令,平成十二年政令第百七十三号,自衛隊員倫理規程,じえいたいいんりんりきてい,,平成十二年三月三十一日,防衛省設置法等の一部を改正する法律の施行に伴う関係政令の整備等に関する政令,平成二十七年政令第三百三十四号,平成二十七年九月十八日,平成二十七年十月一日,,412CO0000000173,https://elaws.e-gov.go.jp/document?lawid=412CO0000000173_20151001_427CO0000000334,,
府省令,平成二十七年防衛省令第二号,防衛省の職員の俸給の切替え及び切替えに伴う措置に関する省令,ぼうえいしょうのしょくいんのほうきゅうのきりかえおよびきりかえにともなうそちにかんするしょうれい,,平成二十七年三月二十七日," ",,,平成二十七年四月一日,,427M60002000002,https://elaws.e-gov.go.jp/document?lawid=427M60002000002_20150401_000000000000000,,
府省令,平成二十一年防衛省令第五号,若年定年退職者給付金に関する省令,じゃくねんていねんたいしょくしゃきゅうふきんにかんするしょうれい,,平成二十一年四月一日,自衛隊法施行規則等の一部を改正する省令,令和二年防衛省令第十二号,令和二年十二月二十八日,令和二年十二月二十八日,,421M60002000005,https://elaws.e-gov.go.jp/document?lawid=421M60002000005_20201228_502M60002000012,,
府省令,平成二十二年防衛省令第八号,防衛省の職員の育児休業等に関する省令,ぼうえいしょうのしょくいんのいくじきゅうぎょうとうにかんするしょうれい,,平成二十二年五月二十一日,平成２８年１０月１日（基準日）現在のデータ,,,,,422M60002000008,https://elaws.e-gov.go.jp/document?lawid=422M60002000008_20161001_000000000000000,,
政令,平成二十四年政令第四十号,防衛省の職員に支給する特地勤務手当及び準特地勤務手当の月額の特例に関する政令,ぼうえいしょうのしょくいんにしきゅうするとくちきんむてあておよびじゅんとくちきんむてあてのげつがくのとくれいにかんするせいれい,,平成二十四年二月二十九日,平成２７年８月１日（基準日）現在のデータ,,,,,424CO0000000040,https://elaws.e-gov.go.jp/document?lawid=424CO0000000040_20150801_000000000000000,,
府省令,平成二十四年防衛省令第六号,国家公務員の給与の改定及び臨時特例に関する法律の施行に伴う自衛官等の平均給与額計算の特例を定める省令,こっかこうむいんのきゅうよのかいていおよびりんじとくれいにかんするほうりつのせこうにともなうじえいかんとうのへいきんきゅうよひたいけいさんのとくれいをさだめるしょうれい,,平成二十四年三月二十八日,平成２８年１０月１日（基準日）現在のデータ,,,,,424M60002000006,https://elaws.e-gov.go.jp/document?lawid=424M60002000006_20161001_000000000000000,,
法律,平成二十五年法律第百八号,特定秘密の保護に関する法律,とくていひみつのほごにかんするほうりつ,,平成二十五年十二月十三日,平成２７年８月１日（基準日）現在のデータ,,,,,425AC0000000108,https://elaws.e-gov.go.jp/document?lawid=425AC0000000108_20150801_000000000000000,,
政令,平成二十六年政令第三百三十六号,特定秘密の保護に関する法律施行令,とくていひみつのほごにかんするほうりつせこうれい,,平成二十六年十月十七日,特定秘密の保護に関する法律施行令の一部を改正する政令,令和二年政令第三百三十五号,令和二年十一月二十六日,令和二年十一月二十六日,,426CO0000000336,https://elaws.e-gov.go.jp/document?lawid=426CO0000000336_20201126_502CO0000000335,,
府省令,平成二十六年防衛省令第十二号,防衛省の職員の俸給の切替え及び切替えに伴う措置に関する省令,ぼうえいしょうのしょくいんのほうきゅうのきりかえおよびきりかえにともなうそちにかんするしょうれい,,平成二十六年十一月二十八日,平成２８年１０月１日（基準日）現在のデータ,,,,,426M60002000012,https://elaws.e-gov.go.jp/document?lawid=426M60002000012_20161001_000000000000000,,
府省令,平成二十六年防衛省令第九号,標準的な官職を定める省令,ひょうじゅんてきなかんしょくをさだめるしょうれい,,平成二十六年五月三十日,標準的な官職を定める省令の一部を改正する省令,令和二年防衛省令第八号,令和二年九月三十日,令和二年十月一日,,426M60002000009,https://elaws.e-gov.go.jp/document?lawid=426M60002000009_20201001_502M60002000008,,
府省令,平成二十七年防衛省令第十二号,令和三年東京オリンピック競技大会・東京パラリンピック競技大会特別措置法及び平成三十一年ラグビーワールドカップ大会特別措置法の施行に伴う自衛隊法施行規則等の特例に関する省令,れいわさんねんとうきょうおりんぴっくきょうぎたいかいとうきょうぱらりんぴっくきょうぎたいかいとくべつそちほうおよびへいせいさんじゅういちねんらぐびーわーるどかっぷたいかいとくべつそちほうのせこうにともなうじえいたいほうせこうきそくとうのとくれいにかんするしょうれい,,平成二十七年六月二十四日,平成三十二年東京オリンピック競技大会・東京パラリンピック競技大会特別措置法及び平成三十一年ラグビーワールドカップ大会特別措置法の施行に伴う自衛隊法施行規則等の特例に関する省令の一部を改正する省令,令和二年防衛省令第十号,令和二年十二月二十四日,令和二年十二月二十八日,,427M60002000012,https://elaws.e-gov.go.jp/document?lawid=427M60002000012_20201228_502M60002000010,,
府省令,平成二十七年内閣官房・防衛省令第一号,一般定年等隊員の退職管理に関する命令,いっぱんていねんとうたいいんのたいしょくかんりにかんするめいれい,,平成二十七年十月一日,一般定年等隊員の退職管理に関する命令の一部を改正する命令,令和二年内閣官房・防衛省令第一号,令和二年十二月二十五日,令和二年十二月二十五日,,427M60002001001,https://elaws.e-gov.go.jp/document?lawid=427M60002001001_20201225_502M60002001001,,
府省令,平成二十八年防衛省令第一号,防衛省の職員の俸給の切替えに関する省令,ぼうえいしょうのしょくいんのほうきゅうのきりかえにかんするしょうれい,,平成二十八年一月二十六日,平成２８年１０月１日（基準日）現在のデータ,,,,,428M60002000001,https://elaws.e-gov.go.jp/document?lawid=428M60002000001_20161001_000000000000000,,
府省令,平成二十八年防衛省令第八号,国際機関等に派遣された防衛省職員の平均給与額計算の基礎となる給与に加える寒冷地手当に関する省令,こくさいきかんとうにはけんされたぼうえいしょうしょくいんのへいきんきゅうよがくけいさんのきそとなるきゅうよにくわえるかんれいちてあてにかんするしょうれい,,平成二十八年三月二十五日,平成２８年１０月１日（基準日）現在のデータ,,,,,428M60002000008,https://elaws.e-gov.go.jp/document?lawid=428M60002000008_20161001_000000000000000,,
府省令,平成二十八年防衛省令第十六号,防衛省の職員の俸給の切替えに関する省令,ぼうえいしょうのしょくいんのほうきゅうのきりかえにかんするしょうれい,,平成二十八年十一月三十日," ",,,平成二十八年四月一日,,428M60002000016,https://elaws.e-gov.go.jp/document?lawid=428M60002000016_20160401_000000000000000,,
府省令,平成十九年防衛省令第十一号,駐留軍等の再編の円滑な実施に関する特別措置法施行規則,ちゅうりゅうぐんとうのさいへんのえんかつなじっしにかんするとくべつそちほうせこうきそく,,平成十九年八月二十九日,特別調達資金会計官及び特別調達資金出納命令官受入事務規程等の一部を改正する省令,令和元年防衛省令第四号,令和元年六月二十六日,令和元年七月一日,,419M60002000011,https://elaws.e-gov.go.jp/document?lawid=419M60002000011_20190701_501M60002000004,,
政令,平成十九年政令第二百六十八号,駐留軍等の再編の円滑な実施に関する特別措置法施行令,ちゅうりゅうぐんとうのさいへんのえんかつなじっしにかんするとくべつそちほうせこうれい,,平成十九年八月二十日,駐留軍等の再編の円滑な実施に関する特別措置法施行令の一部を改正する政令,平成二十九年政令第百十七号,平成二十九年三月三十一日,平成二十九年三月三十一日,,419CO0000000268,https://elaws.e-gov.go.jp/document?lawid=419CO0000000268_20170331_429CO0000000117,,
府省令,平成十九年文部科学省・防衛省令第一号,駐留軍等の再編の円滑な実施に関する特別措置法施行令第七条第三項の額の算定に関する命令,ちゅうりゅうぐんとうのさいへんのえんかつなじっしにかんするとくべつそちほうせこうれいだいななじょうだいさんこうのひたいのさんていにかんするめいれい,,平成十九年八月二十九日,平成２８年１０月１日（基準日）現在のデータ,,,,,419M60002080001,https://elaws.e-gov.go.jp/document?lawid=419M60002080001_20161001_000000000000000,,
府省令,令和元年防衛省令第五号,即位礼正殿の儀及び祝賀御列の儀における自衛隊の礼式に関する防衛省令,そくいれいせいでんのぎおよびしゅくがおんれつのぎにおけるじえいたいのれいしきにかんするぼうえいしょうれい,,令和元年九月三十日,,,,令和元年九月三十日,,501M60002000005,https://elaws.e-gov.go.jp/document?lawid=501M60002000005_20190930_000000000000000,,
法律,昭和二十九年法律第百六十五号,自衛隊法,じえいたいほう,,昭和二十九年六月九日,無人航空機等の飛行による危害の発生を防止するための航空法及び重要施設の周辺地域の上空における小型無人機等の飛行の禁止に関する法律の一部を改正する法律,令和二年法律第六十一号,令和二年六月二十四日,令和二年九月二十三日,,329AC0000000165,https://elaws.e-gov.go.jp/document?lawid=329AC0000000165_20200923_502AC0000000061,,
法律,昭和二十九年法律第百六十五号,自衛隊法,じえいたいほう,,昭和二十九年六月九日,医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律等の一部を改正する法律,令和元年法律第六十三号,令和元年十二月四日,令和三年八月一日,,329AC0000000165,https://elaws.e-gov.go.jp/document?lawid=329AC0000000165_20210801_501AC0000000063,○,
法律,昭和二十九年法律第百六十五号,自衛隊法,じえいたいほう,,昭和二十九年六月九日,無人航空機等の飛行による危害の発生を防止するための航空法及び重要施設の周辺地域の上空における小型無人機等の飛行の禁止に関する法律の一部を改正する法律,令和二年法律第六十一号,令和二年六月二十四日,令和四年六月二十三日,公布の日から起算して二年を超えない範囲内において政令で定める日,329AC0000000165,https://elaws.e-gov.go.jp/document?lawid=329AC0000000165_20220623_502AC0000000061,○,
政令,昭和二十七年政令第三百六十八号,防衛省の職員の給与等に関する法律施行令,ぼうえいしょうのしょくいんのきゅうよとうにかんするほうりつせこうれい,,昭和二十七年八月二十七日,防衛省組織令等の一部を改正する政令,令和三年政令第八十一号,令和三年三月三十一日,令和三年四月一日,,327CO0000000368,https://elaws.e-gov.go.jp/document?lawid=327CO0000000368_20210401_503CO0000000081,,
政令,平成四年政令第七十二号,防衛省の職員の育児休業等に関する政令,ぼうえいしょうのしょくいんのいくじきゅうぎょうとうにかんするせいれい,,平成四年三月二十七日,平成２７年８月１日（基準日）現在のデータ,,,,,404CO0000000072,https://elaws.e-gov.go.jp/document?lawid=404CO0000000072_20150801_000000000000000,,
府省令,平成二十九年防衛省令第十四号,防衛省の職員の俸給の切替えに関する省令,ぼうえいしょうのしょくいんのほうきゅうのきりかえにかんするしょうれい,,平成二十九年十二月十五日,,,,平成二十九年十二月十五日,,429M60002000014,https://elaws.e-gov.go.jp/document?lawid=429M60002000014_20171215_000000000000000,,
府省令,昭和二十九年総理府令第四十号,自衛隊法施行規則,じえいたいほうせこうきそく,,昭和二十九年六月三十日,自衛隊法施行規則の一部を改正する省令,令和元年防衛省令第十号,令和元年十二月二十六日,令和二年一月一日,,329M50000002040,https://elaws.e-gov.go.jp/document?lawid=329M50000002040_20200101_501M60002000010,,
府省令,昭和三十三年総理府令第一号,防衛省所管に属する物品の無償貸付及び譲与等に関する省令,ぼうえいしょうしょかんにぞくするぶっぴんのむしょうかしつけおよびじょうよとうにかんするしょうれい,,昭和三十三年一月十日,防衛省所管に属する物品の無償貸付及び譲与等に関する省令の一部を改正する省令,平成二十九年防衛省令第十一号,平成二十九年十一月十日,平成二十九年十一月三十日,,333M50000002001,https://elaws.e-gov.go.jp/document?lawid=333M50000002001_20171130_429M60002000011,,
府省令,昭和四十一年総理府令第四十九号,防衛省職員の災害補償に関する省令,ぼうえいしょうしょくいんのさいがいほしょうにかんするしょうれい,,昭和四十一年九月十日,防衛大学校、防衛医科大学校、防衛研究所及び防衛監察本部組織規則等の一部を改正する省令,平成三十年防衛省令第三号,平成三十年三月三十日,平成三十年四月一日,,341M50000002049,https://elaws.e-gov.go.jp/document?lawid=341M50000002049_20180401_430M60002000003,,
府省令,昭和四十八年総理府令第六十五号,防衛医科大学校の編制等に関する省令,ぼうえいいかだいがくこうのへんせいとうにかんするしょうれい,,昭和四十八年十一月二十七日,自衛隊法施行規則等の一部を改正する省令,平成三十一年防衛省令第五号,平成三十一年三月二十九日,平成三十一年四月一日,,348M50000002065,https://elaws.e-gov.go.jp/document?lawid=348M50000002065_20190401_431M60002000005,,
府省令,昭和四十九年総理府令第四十三号,防衛施設周辺の生活環境の整備等に関する法律施行規則,ぼうえいしせつしゅうへんのせいかつかんきょうのせいびとうにかんするほうりつせこうきそく,,昭和四十九年六月二十七日,特別調達資金会計官及び特別調達資金出納命令官受入事務規程等の一部を改正する省令,令和元年防衛省令第四号,令和元年六月二十六日,令和元年七月一日,,349M50000002043,https://elaws.e-gov.go.jp/document?lawid=349M50000002043_20190701_501M60002000004,,
