法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
法律,昭和二十三年法律第二百八十二号,道路の修繕に関する法律,どうろのしゅうぜんにかんするほうりつ,,昭和二十三年十二月二十九日,平成２７年８月１日（基準日）現在のデータ,,,,,323AC1000000282,https://elaws.e-gov.go.jp/document?lawid=323AC1000000282_20150801_000000000000000,,
政令,昭和二十四年政令第六十一号,道路の修繕に関する法律の施行に関する政令,どうろのしゅうぜんにかんするほうりつのせこうにかんするせいれい,,昭和二十四年三月三十一日,道路法等の一部を改正する法律の施行に伴う関係政令の整備に関する政令,令和二年政令第三百二十九号,令和二年十一月二十日,令和二年十一月二十五日,,324CO0000000061,https://elaws.e-gov.go.jp/document?lawid=324CO0000000061_20201125_502CO0000000329,,○
法律,昭和二十七年法律第百八十一号,道路法施行法　抄,どうろほうせこうほう　しょう,,昭和二十七年六月十日,平成２７年８月１日（基準日）現在のデータ,,,,,327AC1000000181,https://elaws.e-gov.go.jp/document?lawid=327AC1000000181_20150801_000000000000000,,
法律,昭和二十七年法律第百八十号,道路法,どうろほう,,昭和二十七年六月十日,道路法等の一部を改正する法律,令和二年法律第三十一号,令和二年五月二十七日,令和二年十一月二十五日,,327AC1000000180,https://elaws.e-gov.go.jp/document?lawid=327AC1000000180_20201125_502AC0000000031,,○
法律,昭和二十七年法律第百八十号,道路法,どうろほう,,昭和二十七年六月十日,強靱かつ持続可能な電気供給体制の確立を図るための電気事業法等の一部を改正する法律,令和二年法律第四十九号,令和二年六月十二日,令和四年四月一日,,327AC1000000180,https://elaws.e-gov.go.jp/document?lawid=327AC1000000180_20220401_502AC0000000049,○,○
法律,昭和二十七年法律第百八十号,道路法,どうろほう,,昭和二十七年六月十日,道路法等の一部を改正する法律,令和二年法律第三十一号,令和二年五月二十七日,令和四年五月二十六日,公布の日から起算して二年を超えない範囲内において政令で定める日,327AC1000000180,https://elaws.e-gov.go.jp/document?lawid=327AC1000000180_20220526_502AC0000000031,○,○
府省令,昭和二十七年建設省令第二十五号,道路法施行規則,どうろほうせこうきそく,,昭和二十七年八月一日,道路法施行規則の一部を改正する省令,平成三十一年国土交通省令第三十二号,平成三十一年四月一日,平成三十一年四月一日,,327M50004000025,https://elaws.e-gov.go.jp/document?lawid=327M50004000025_20190401_431M60000800032,,
府省令,平成二十一年国土交通省令第三十三号,道路の修繕に関する法律施行規則,どうろのしゅうぜんにかんするほうりつせこうきそく,,平成二十一年四月三十日,道路整備事業に係る国の財政上の特別措置に関する法律施行規則等の一部を改正する省令,平成三十年国土交通省令第三十七号,平成三十年三月三十一日,平成三十年四月一日,,421M60000800033,https://elaws.e-gov.go.jp/document?lawid=421M60000800033_20180401_430M60000800037,,
法律,昭和三十一年法律第七十二号,積雪寒冷特別地域における道路交通の確保に関する特別措置法,せきせつかんれいとくべつちいきにおけるどうろこうつうのかくほにかんするとくべつそちほう,,昭和三十一年四月十四日,平成２７年８月１日（基準日）現在のデータ,,,,,331AC1000000072,https://elaws.e-gov.go.jp/document?lawid=331AC1000000072_20150801_000000000000000,,
政令,昭和三十一年政令第三百十九号,道路整備特別措置法施行令,どうろせいびとくべつそちほうせこうれい,,昭和三十一年十月二十五日,道路法等の一部を改正する法律の施行に伴う関係政令の整備に関する政令,令和二年政令第三百二十九号,令和二年十一月二十日,令和二年十一月二十五日,,331CO0000000319,https://elaws.e-gov.go.jp/document?lawid=331CO0000000319_20201125_502CO0000000329,,○
府省令,昭和三十一年建設省令第十八号,道路整備特別措置法施行規則,どうろせいびとくべつそちほうせこうきそく,,昭和三十一年五月十六日,平成２８年１０月１日（基準日）現在のデータ,,,,,331M50004000018,https://elaws.e-gov.go.jp/document?lawid=331M50004000018_20161001_000000000000000,,
法律,昭和三十一年法律第七号,道路整備特別措置法,どうろせいびとくべつそちほう,,昭和三十一年三月十四日,道路法等の一部を改正する法律,令和二年法律第三十一号,令和二年五月二十七日,令和二年十一月二十五日,,331AC0000000007,https://elaws.e-gov.go.jp/document?lawid=331AC0000000007_20201125_502AC0000000031,,○
