法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
法律,大正二年法律第十六号,運河法,うんがほう,,大正二年四月九日,平成２７年８月１日（基準日）現在のデータ,,,,,202AC0000000016,https://elaws.e-gov.go.jp/document?lawid=202AC0000000016_20150801_000000000000000,,
府省令,大正二年内務省令第十七号,運河法施行規則,うんがほうせこうきそく,,大正二年十一月二十八日,平成２８年１０月１日（基準日）現在のデータ,,,,,202M10000008017,https://elaws.e-gov.go.jp/document?lawid=202M10000008017_20161001_000000000000000,,
法律,昭和三十二年法律第三十五号,特定多目的ダム法,とくていたもくてきだむほう,,昭和三十二年三月三十一日,民法の一部を改正する法律の施行に伴う関係法律の整備等に関する法律,平成二十九年法律第四十五号,平成二十九年六月二日,令和二年四月一日,,332AC0000000035,https://elaws.e-gov.go.jp/document?lawid=332AC0000000035_20200401_429AC0000000045,,
政令,昭和三十二年政令第百八十八号,特定多目的ダム法施行令,とくていたもくてきだむほうせこうれい,,昭和三十二年七月十日,平成２７年８月１日（基準日）現在のデータ,,,,,332CO0000000188,https://elaws.e-gov.go.jp/document?lawid=332CO0000000188_20150801_000000000000000,,
府省令,昭和三十二年建設省令第十八号,特定多目的ダム法施行規則,とくていたもくてきだむほうせこうきそく,,昭和三十二年八月三十一日,水害予防組合法による予算調製の式及び費目流用その他財務に関する件等の一部を改正する省令,令和元年国土交通省令第一号,令和元年五月七日,令和元年五月七日,,332M50004000018,https://elaws.e-gov.go.jp/document?lawid=332M50004000018_20190507_501M60000800001,,
法律,昭和三十九年法律第百六十八号,河川法施行法　抄,かせんほうせこうほう　しょう,,昭和三十九年七月十日,平成２７年８月１日（基準日）現在のデータ,,,,,339AC0000000168,https://elaws.e-gov.go.jp/document?lawid=339AC0000000168_20150801_000000000000000,,
政令,昭和四十年政令第四十三号,河川法第四条第一項の水系を指定する政令,かせんほうだいよんじょうだいいっこうのすいけいをしていするせいれい,,昭和四十年三月二十四日,平成２７年８月１日（基準日）現在のデータ,,,,,340CO0000000043,https://elaws.e-gov.go.jp/document?lawid=340CO0000000043_20150801_000000000000000,,
府省令,昭和四十年建設省令第十七号,道の区域内の国土交通大臣が管理する河川に係る流水占用料等に関する省令,みちのくいきないのこくどこうつうだいじんがかんりするかせんにかかるりゅうすいせんようりょうとうにかんするしょうれい,,昭和四十年四月一日,不正競争防止法等の一部を改正する法律の施行に伴う国土交通省関係省令の整理等に関する省令,令和元年国土交通省令第二十号,令和元年六月二十八日,令和元年七月一日,,340M50004000017,https://elaws.e-gov.go.jp/document?lawid=340M50004000017_20190701_501M60000800020,,
府省令,昭和四十年建設省令第二十号,河川附帯工事の費用負担に関する事務取扱規則,かせんふおびこうじのひようふたんにかんするじむとりあつかいきそく,,昭和四十年六月十二日,水害予防組合法による予算調製の式及び費目流用その他財務に関する件等の一部を改正する省令,令和元年国土交通省令第一号,令和元年五月七日,令和元年五月七日,,340M50004000020,https://elaws.e-gov.go.jp/document?lawid=340M50004000020_20190507_501M60000800001,,
府省令,昭和四十年建設省令第七号,河川法施行規則,かせんほうせこうきそく,,昭和四十年三月十三日,不正競争防止法等の一部を改正する法律の施行に伴う国土交通省関係省令の整理等に関する省令,令和元年国土交通省令第二十号,令和元年六月二十八日,令和元年七月一日,,340M50004000007,https://elaws.e-gov.go.jp/document?lawid=340M50004000007_20190701_501M60000800020,,
政令,昭和四十二年政令第二号,ダム使用権登録令,だむしようけんとうろくれい,,昭和四十二年一月六日,押印を求める手続の見直し等のための国土交通省関係政令の一部を改正する政令,令和二年政令第三百六十三号,令和二年十二月二十三日,令和三年一月一日,,342CO0000000002,https://elaws.e-gov.go.jp/document?lawid=342CO0000000002_20210101_502CO0000000363,,
府省令,昭和四十二年建設省令第五号,ダム使用権登録令施行規則,だむしようけんとうろくれいせこうきそく,,昭和四十二年二月十五日,ダム使用権登録令施行規則,昭和四十二年建設省令第五号,令和二年十二月二十三日,令和三年一月一日,,342M50004000005,https://elaws.e-gov.go.jp/document?lawid=342M50004000005_20210101_342M50004000005,,
政令,昭和五十一年政令第百九十九号,河川管理施設等構造令,かせんかんりしせつとうこうぞうれい,,昭和五十一年七月二十日,平成２７年８月１日（基準日）現在のデータ,,,,,351CO0000000199,https://elaws.e-gov.go.jp/document?lawid=351CO0000000199_20150801_000000000000000,,
府省令,昭和五十一年建設省令第十三号,河川管理施設等構造令施行規則,かせんかんりしせつとうこうぞうれいせこうきそく,,昭和五十一年十月一日,平成２８年１０月１日（基準日）現在のデータ,,,,,351M50004000013,https://elaws.e-gov.go.jp/document?lawid=351M50004000013_20161001_000000000000000,,
法律,昭和三十九年法律第百六十七号,河川法,かせんほう,,昭和三十九年七月十日,民法の一部を改正する法律の施行に伴う関係法律の整備等に関する法律,平成二十九年法律第四十五号,平成二十九年六月二日,令和二年四月一日,,339AC0000000167,https://elaws.e-gov.go.jp/document?lawid=339AC0000000167_20200401_429AC0000000045,,
政令,昭和四十年政令第十四号,河川法施行令,かせんほうせこうれい,,昭和四十年二月十一日,情報通信技術の活用による行政手続等に係る関係者の利便性の向上並びに行政運営の簡素化及び効率化を図るための行政手続等における情報通信の技術の利用に関する法律等の一部を改正する法律の施行に伴う関係政令の整備等に関する政令,令和元年政令第百八十三号,令和元年十二月十三日,令和元年十二月十六日,,340CO0000000014,https://elaws.e-gov.go.jp/document?lawid=340CO0000000014_20191216_501CO0000000183,,
