法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
府省令,平成十二年総理府令第百三十号,資産対応証券の募集等又はその取扱いを行う特定目的会社及び特定譲渡人に係る行為規制等に関する内閣府令,しさんたいおうしょうけんのぼしゅうとうまたはそのとりあつかいをおこなうとくていもくてきかいしゃおよびとくていゆずりわたしにんにかかるこういきせいとうにかんするないかくふれい,,平成十二年十一月十七日,無尽業法施行細則等の一部を改正する内閣府令,令和二年内閣府令第七十五号,令和二年十二月二十三日,令和二年十二月二十三日,,412M50000002130,https://elaws.e-gov.go.jp/document?lawid=412M50000002130_20201223_502M60000002075,,
府省令,平成十二年総理府令第百三十二号,特定目的信託財産の計算に関する規則,とくていもくてきしんたくざいさんのけいさんにかんするきそく,,平成十二年十一月十七日,財務諸表等の用語、様式及び作成方法に関する規則等の一部を改正する内閣府令,平成三十年内閣府令第七号,平成三十年三月二十三日,平成三十年三月二十三日,,412M50000002132,https://elaws.e-gov.go.jp/document?lawid=412M50000002132_20180323_430M60000002007,,
府省令,平成十二年総理府令第百三十三号,投資信託財産の計算に関する規則,とうししんたくざいさんのけいさんにかんするきそく,,平成十二年十一月十七日,仮想通貨交換業者に関する内閣府令等の一部を改正する内閣府令,令和二年内閣府令第三十五号,令和二年四月三日,令和二年五月一日,,412M50000002133,https://elaws.e-gov.go.jp/document?lawid=412M50000002133_20200501_502M60000002035,,
法律,昭和二年法律第五十五号,日本銀行特別融通及損失補償法,にほんぎんこうとくべつゆうづうきゅうそんしつほしょうほう,,昭和二年五月九日,平成２７年８月１日（基準日）現在のデータ,,,,,302AC0000000055,https://elaws.e-gov.go.jp/document?lawid=302AC0000000055_20150801_000000000000000,,
府省令,昭和二年大蔵省令第十二号,日本銀行特別融通及損失補償法第一条ニ依ル特別融通ニ関スル規程,にほんぎんこうとくべつゆうづうきゅうそんしつほしょうほうだいいちじょうによるとくべつゆうづうにかんするきてい,,昭和二年五月九日,平成２８年１０月１日（基準日）現在のデータ,,,,,302M10000040012,https://elaws.e-gov.go.jp/document?lawid=302M10000040012_20161001_000000000000000,,
府省令,平成十二年大蔵省令第五十八号,保険契約者保護機構等が取得した不動産に関する権利等の移転登記に係る登録免許税の免税を受けるための手続に関する省令,ほけんけいやくしゃほごきこうとうがしゅとくしたふどうさんにかんするけんりとうのいてんとうきにかかるとうろくめんきょぜいのめんぜいをうけるためのてつづきにかんするしょうれい,,平成十二年六月二十三日,平成２９年６月１日（基準日）現在のデータ,,平成二十九年六月一日,,,412M50000040058,https://elaws.e-gov.go.jp/document?lawid=412M50000040058_20170601_999M50000040058,,
府省令,平成十三年内閣府・農林水産省令第十六号,農林中央金庫法施行規則,のうりんちゅうおうきんこほうせこうきそく,,平成十三年九月十三日,農業協同組合及び農業協同組合連合会の信用事業に関する命令等の一部を改正する命令,令和二年内閣府・農林水産省令第九号,令和二年六月十九日,令和二年六月十九日,,413M60000202016,https://elaws.e-gov.go.jp/document?lawid=413M60000202016_20200619_502M60000202009,,
府省令,平成十三年内閣府・財務省令第十号,銀行等保有株式取得機構に関する命令,ぎんこうとうほゆうかぶしきしゅとくきこうにかんするめいれい,,平成十三年十二月二十一日,預金保険法施行規則等の一部を改正する命令,令和元年内閣府・財務省令第五号,令和元年十一月二十一日,令和元年十二月十四日,,413M60000042010,https://elaws.e-gov.go.jp/document?lawid=413M60000042010_20191214_501M60000042005,,
法律,昭和二十二年法律第百八十一号,臨時金利調整法,りんじきんりちょうせいほう,,昭和二十二年十二月十三日,平成２７年８月１日（基準日）現在のデータ,,,,,322AC0000000181,https://elaws.e-gov.go.jp/document?lawid=322AC0000000181_20150801_000000000000000,,
法律,昭和二十三年法律第百九十三号,損害保険料率算出団体に関する法律,そんがいほけんりょうりつさんしゅつだんたいにかんするほうりつ,,昭和二十三年七月二十九日,会社法の一部を改正する法律の施行に伴う関係法律の整備等に関する法律,令和元年法律第七十一号,令和元年十二月十一日,令和三年二月十五日,,323AC0000000193,https://elaws.e-gov.go.jp/document?lawid=323AC0000000193_20210215_501AC0000000071,,
