法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
法律,明治二十八年法律第二十八号,通貨及証券模造取締法,つうかきゅうしょうけんもぞうとりしまりほう,,明治二十八年四月五日,平成２７年８月１日（基準日）現在のデータ,,,,,128AC0000000028,https://elaws.e-gov.go.jp/document?lawid=128AC0000000028_20150801_000000000000000,,
法律,明治三十九年法律第五十一号,紙幣類似証券取締法,しへいるいじしょうけんとりしまりほう,,明治三十九年五月八日,平成２７年８月１日（基準日）現在のデータ,,,,,139AC0000000051,https://elaws.e-gov.go.jp/document?lawid=139AC0000000051_20150801_000000000000000,,
法律,明治四十二年法律第三十九号,印紙犯罪処罰法　抄,いんしはんざいしょばつほう　しょう,,明治四十二年四月二十八日,平成２７年８月１日（基準日）現在のデータ,,,,,142AC0000000039,https://elaws.e-gov.go.jp/document?lawid=142AC0000000039_20150801_000000000000000,,
法律,明治二十二年法律第三十四号,明治二十二年法律第三十四号（決闘罪ニ関スル件）,けっとうざいにかんするけん,,明治二十二年十二月三十日,平成２７年８月１日（基準日）現在のデータ,,,,,122AC0000000034,https://elaws.e-gov.go.jp/document?lawid=122AC0000000034_20150801_000000000000000,,
法律,大正五年法律第二十号,海底電信線保護万国連合条約罰則,かいていでんしんせんほごばんこくれんごうじょうやくばっそく,,大正五年三月七日,平成２７年８月１日（基準日）現在のデータ,,,,,205AC0000000020,https://elaws.e-gov.go.jp/document?lawid=205AC0000000020_20150801_000000000000000,,
法律,大正十二年法律第五十号,陪審法,ばいしんほう,,大正十二年四月十八日,平成２７年８月１日（基準日）現在のデータ,,,,,212AC0000000050,https://elaws.e-gov.go.jp/document?lawid=212AC0000000050_20150801_000000000000000,,
府省令,昭和二年司法省令第十六号,陪審法施行規則,ばいしんほうせこうきそく,,昭和二年五月二十八日,平成２８年１０月１日（基準日）現在のデータ,,,,,302M10000010016,https://elaws.e-gov.go.jp/document?lawid=302M10000010016_20161001_000000000000000,,
法律,昭和二十二年法律第二十号,恩赦法,おんしゃほう,,昭和二十二年三月二十八日,刑法等の一部を改正する法律,平成二十五年法律第四十九号,平成二十五年六月九日,平成二十八年六月十八日,,322AC0000000020,https://elaws.e-gov.go.jp/document?lawid=322AC0000000020_20160618_425AC0000000049,,
勅令,明治四十二年勅令第百二十号,明治四十二年勅令第百二十号（刑法施行後施行ノ命令ニ掲ケタル刑法ノ刑名ニ関スル件）,けいほうせこうごせこうのめいれいにかかげたるけいほうのけいめいにかんするけん,,明治四十二年五月一日,平成２７年８月１日（基準日）現在のデータ,,,,,142IO0000000120,https://elaws.e-gov.go.jp/document?lawid=142IO0000000120_20150801_000000000000000,,
府省令,明治四十二年内務省令第十三号,明治四十二年内務省令第十三号（印紙犯罪処罰法第五条ノ官没手続）,いんしはんざいしょばつほうだいごじょうのかんぼつてつづき,,明治四十二年四月二十八日,平成２８年１０月１日（基準日）現在のデータ,,,,,142M10000008013,https://elaws.e-gov.go.jp/document?lawid=142M10000008013_20161001_000000000000000,,
法律,昭和二十二年法律第百四十八号,貨幣損傷等取締法,かへいそんしょうとうとりしまりほう,,昭和二十二年十二月四日,平成２７年８月１日（基準日）現在のデータ,,,,,322AC0000000148,https://elaws.e-gov.go.jp/document?lawid=322AC0000000148_20150801_000000000000000,,
法律,昭和二十二年法律第百四十九号,すき入紙製造取締法,すきにゅうかみせいぞうとりしまりほう,,昭和二十二年十二月四日,平成２７年８月１日（基準日）現在のデータ,,,,,322AC0000000149,https://elaws.e-gov.go.jp/document?lawid=322AC0000000149_20150801_000000000000000,,
法律,昭和二十二年法律第百八十九号,印紙等模造取締法,いんしとうもぞうとりしまりほう,,昭和二十二年十二月十六日,平成２８年４月１日（基準日）現在のデータ,,,,,322AC0000000189,https://elaws.e-gov.go.jp/document?lawid=322AC0000000189_20160401_000000000000000,,
府省令,昭和二十二年司法省令第七十八号,恩赦法施行規則,おんしゃほうせこうきそく,,昭和二十二年十月一日,平成２８年１０月１日（基準日）現在のデータ,,,,,322M40000010078,https://elaws.e-gov.go.jp/document?lawid=322M40000010078_20161001_000000000000000,,
府省令,明治四十二年大蔵省令第二十八号,明治四十二年大蔵省令第二十八号（印紙犯罪処罰法第五条ノ官没手続）,いんしはんざいしょばつほうだいごじょうのかんぼつてつづき,,明治四十二年四月二十八日,平成２８年１０月１日（基準日）現在のデータ,,,,,142M10000040028,https://elaws.e-gov.go.jp/document?lawid=142M10000040028_20161001_000000000000000,,
法律,昭和二十三年法律第三十九号,軽犯罪法,けいはんざいほう,,昭和二十三年五月一日,平成２７年８月１日（基準日）現在のデータ,,,,,323AC0000000039,https://elaws.e-gov.go.jp/document?lawid=323AC0000000039_20150801_000000000000000,,
法律,大正四年法律第十八号,大正四年法律第十八号（法人ノ役員処罰ニ関スル法律）,ほうじんのやくいんしょばつにかんするほうりつ,,大正四年六月二十一日,平成２７年８月１日（基準日）現在のデータ,,,,,204AC0000000018,https://elaws.e-gov.go.jp/document?lawid=204AC0000000018_20150801_000000000000000,,
法律,昭和二十三年法律第二百三十四号,司法警察職員等指定応急措置法,しほうけいさつしょくいんとうしていおうきゅうそちほう,,昭和二十三年十二月九日,平成２７年８月１日（基準日）現在のデータ,,,,,323AC0000000234,https://elaws.e-gov.go.jp/document?lawid=323AC0000000234_20150801_000000000000000,,
法律,昭和二十三年法律第二百四十九号,刑事訴訟法施行法　抄,けいじそしょうほうせこうほう　しょう,,昭和二十三年十二月十八日,平成２７年８月１日（基準日）現在のデータ,,,,,323AC0000000249,https://elaws.e-gov.go.jp/document?lawid=323AC0000000249_20150801_000000000000000,,
法律,昭和二十三年法律第二百五十一号,罰金等臨時措置法,ばっきんとうりんじそちほう,,昭和二十三年十二月十八日,平成２７年８月１日（基準日）現在のデータ,,,,,323AC0000000251,https://elaws.e-gov.go.jp/document?lawid=323AC0000000251_20150801_000000000000000,,
法律,昭和二十三年法律第百三十一号,刑事訴訟法,けいじそしょうほう,,昭和二十三年七月十日,医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律等の一部を改正する法律,令和元年法律第六十三号,令和元年十二月四日,令和二年四月一日,,323AC0000000131,https://elaws.e-gov.go.jp/document?lawid=323AC0000000131_20200401_501AC0000000063,,
法律,昭和二十三年法律第百三十一号,刑事訴訟法,けいじそしょうほう,,昭和二十三年七月十日,外国弁護士による法律事務の取扱いに関する特別措置法の一部を改正する法律,令和二年法律第三十三号,令和二年五月二十九日,令和四年十一月二十八日,公布の日から起算して二年六月を超えない範囲内において政令で定める日,323AC0000000131,https://elaws.e-gov.go.jp/document?lawid=323AC0000000131_20221128_502AC0000000033,○,
法律,昭和二十三年法律第百六十八号,少年法,しょうねんほう,,昭和二十三年七月十五日,児童虐待防止対策の強化を図るための児童福祉法等の一部を改正する法律,令和元年法律第四十六号,令和元年六月二十六日,令和二年四月一日,,323AC0000000168,https://elaws.e-gov.go.jp/document?lawid=323AC0000000168_20200401_501AC0000000046,,
法律,昭和二十四年法律第五十七号,検察官の取り調べた者等に対する旅費、日当、宿泊料等支給法,けんさつかんのとりしらべたものとうにたいするりょひ、にっとう、しゅくはくりょうとうしきゅうほう,,昭和二十四年五月十四日,平成２７年８月１日（基準日）現在のデータ,,,,,324AC0000000057,https://elaws.e-gov.go.jp/document?lawid=324AC0000000057_20150801_000000000000000,,
政令,昭和二十四年政令第三百七十二号,検察官の職務を行う弁護士に給すべき手当の額を定める政令,けんさつかんのしょくむをおこなうべんごしにきゅうすべきてあてのがくをさだめるせいれい,,昭和二十四年十一月二十四日,検察官の職務を行う弁護士に給すべき手当の額を定める政令の一部を改正する政令,平成二十七年政令第四百三号,平成二十七年十二月四日,平成二十八年一月一日,,324CO0000000372,https://elaws.e-gov.go.jp/document?lawid=324CO0000000372_20160101_427CO0000000403,,
勅令,大正十二年勅令第五百二十八号,大正十二年勅令第五百二十八号（司法警察官吏及司法警察官吏ノ職務ヲ行フヘキ者ノ指定等ニ関スル件）抄,しほうけいさつかんりおよびしほうけいさつかんりのしょくむをおこなうへきもののしていとうにかんするけんしょう,,大正十二年十二月二十九日,平成２７年８月１日（基準日）現在のデータ,,,,,212IO0000000528,https://elaws.e-gov.go.jp/document?lawid=212IO0000000528_20150801_000000000000000,,
法律,昭和二十五年法律第二百四号,保護司法,ほごしほう,,昭和二十五年五月二十五日,成年被後見人等の権利の制限に係る措置の適正化等を図るための関係法律の整備に関する法律,令和元年法律第三十七号,令和元年六月十四日,令和元年九月十四日,,325AC0000000204,https://elaws.e-gov.go.jp/document?lawid=325AC0000000204_20190914_501AC0000000037,,
法律,昭和二十七年法律第百三十七号,ポツダム宣言の受諾に伴い発する命令に関する件に基く法務府関係諸命令の措置に関する法律,ぽつだむせんげんのじゅだくにともないはっするめいれいにかんするけんにもとづくほうむふかんけいしょめいれいのそちにかんするほうりつ,,昭和二十七年五月七日,平成２７年８月１日（基準日）現在のデータ,,,,,327AC0000000137,https://elaws.e-gov.go.jp/document?lawid=327AC0000000137_20150801_000000000000000,,
法律,昭和二十七年法律第百三十八号,日本国とアメリカ合衆国との間の相互協力及び安全保障条約第六条に基づく施設及び区域並びに日本国における合衆国軍隊の地位に関する協定の実施に伴う刑事特別法,にほんこくとあめりかがっしゅうこくとのあいだのそうごきょうりょくおよびあんぜんほしょうじょうやくだいろくじょうにもとづくしせつおよびくいきならびににほんこくにおけるがっしゅうこくぐんたいのちいにかんするきょうていのじっしにともなうけいじとくべつほう,,昭和二十七年五月七日,平成２７年８月１日（基準日）現在のデータ,,,,,327AC0000000138,https://elaws.e-gov.go.jp/document?lawid=327AC0000000138_20150801_000000000000000,,
法律,昭和二十七年法律第二百四十号,破壊活動防止法,はかいかつどうぼうしほう,,昭和二十七年七月二十一日,行政不服審査法の施行に伴う関係法律の整備等に関する法律,平成二十六年法律第六十九号,平成二十六年六月十三日,平成二十八年四月一日,,327AC0000000240,https://elaws.e-gov.go.jp/document?lawid=327AC0000000240_20160401_426AC0000000069,,
府省令,平成十八年法務省令第五十七号,刑事施設及び被収容者の処遇に関する規則,けいじしせつおよびひしゅうようしゃのしょぐうにかんするきそく,,平成十八年五月二十三日,刑事施設及び被収容者の処遇に関する規則の一部を改正する省令,令和二年法務省令第五十一号,令和二年十一月九日,令和二年十一月九日,,418M60000010057,https://elaws.e-gov.go.jp/document?lawid=418M60000010057_20201109_502M60000010051,,
法律,昭和十九年法律第四号,昭和十九年法律第四号（経済関係罰則ノ整備ニ関スル法律）,けいざいかんけいばっそくのせいびにかんするほうりつ,,昭和十九年二月十日,平成２７年８月１日（基準日）現在のデータ,,,,,319AC0000000004,https://elaws.e-gov.go.jp/document?lawid=319AC0000000004_20150801_000000000000000,,
法律,昭和二十年勅令第七百三十号,昭和二十年勅令第七百三十号（政治犯人等ノ資格回復ニ関スル件）,せいじはんにんとうのしかくかいふくにかんするけん,,昭和二十年十二月二十九日,平成２７年８月１日（基準日）現在のデータ,,,,,320IO0000000730,https://elaws.e-gov.go.jp/document?lawid=320IO0000000730_20150801_000000000000000,,
法律,昭和二十八年法律第六十八号,逃亡犯罪人引渡法,とうぼうはんざいにんひきわたしほう,,昭和二十八年七月二十一日,平成２７年８月１日（基準日）現在のデータ,,,,,328AC0000000068,https://elaws.e-gov.go.jp/document?lawid=328AC0000000068_20150801_000000000000000,,
法律,昭和二十八年法律第二百六十五号,日本国における国際連合の軍隊に対する刑事裁判権の行使に関する議定書の実施に伴う刑事特別法,にほんこくにおけるこくさいれんごうのぐんたいにたいするけいじさいばんけんのこうしにかんするぎていしょのじっしにともなうけいじとくべつほう,,昭和二十八年十一月十二日,平成２７年８月１日（基準日）現在のデータ,,,,,328AC0000000265,https://elaws.e-gov.go.jp/document?lawid=328AC0000000265_20150801_000000000000000,,
政令,昭和二十八年政令第三百四十二号,押収物還付等公告令,おうしゅうぶつかんぷこうこくれい,,昭和二十八年十一月四日,平成２７年８月１日（基準日）現在のデータ,,,,,328CO0000000342,https://elaws.e-gov.go.jp/document?lawid=328CO0000000342_20150801_000000000000000,,
法律,昭和二十九年法律第六十四号,刑事訴訟法第百九十四条に基く懲戒処分に関する法律,けいじそしょうほうだいひゃくきゅうじゅうよんじょうにもとづくちょうかいしょぶんにかんするほうりつ,,昭和二十九年四月六日,平成２７年８月１日（基準日）現在のデータ,,,,,329AC0000000064,https://elaws.e-gov.go.jp/document?lawid=329AC0000000064_20150801_000000000000000,,
法律,昭和二十九年法律第百十三号,交通事件即決裁判手続法,こうつうじけんそっけつさいばんてつづきほう,,昭和二十九年五月十八日,平成２７年８月１日（基準日）現在のデータ,,,,,329AC0000000113,https://elaws.e-gov.go.jp/document?lawid=329AC0000000113_20150801_000000000000000,,
法律,昭和二十九年法律第百五十一号,日本国における国際連合の軍隊の地位に関する協定の実施に伴う刑事特別法,にほんこくにおけるこくさいれんごうのぐんたいのちいにかんするきょうていのじっしにともなうけいじとくべつほう,,昭和二十九年六月一日,平成２７年８月１日（基準日）現在のデータ,,,,,329AC0000000151,https://elaws.e-gov.go.jp/document?lawid=329AC0000000151_20150801_000000000000000,,
