法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
法律,昭和二十二年法律第二十六号,学校教育法,がっこうきょういくほう,,昭和二十二年三月三十一日,法科大学院の教育と司法試験等との連携等に関する法律等の一部を改正する法律,令和元年法律第四十四号,令和元年六月二十六日,令和二年四月一日,,322AC0000000026,https://elaws.e-gov.go.jp/document?lawid=322AC0000000026_20200401_501AC0000000044,,○
府省令,昭和二十二年文部省令第二十五号,中学校通信教育規程,ちゅうがっこうつうしんきょういくきてい,,昭和二十二年十月二十九日,平成２８年１０月１日（基準日）現在のデータ,,,,,322M40000080025,https://elaws.e-gov.go.jp/document?lawid=322M40000080025_20161001_000000000000000,,
法律,昭和二十三年法律第百三十二号,教科書の発行に関する臨時措置法,きょうかしょのはっこうにかんするりんじそちほう,,昭和二十三年七月十日,地域の自主性及び自立性を高めるための改革の推進を図るための関係法律の整備に関する法律,平成二十八年法律第四十七号,平成二十八年五月二十日,平成二十九年四月一日,,323AC0000000132,https://elaws.e-gov.go.jp/document?lawid=323AC0000000132_20170401_428AC0000000047,,
府省令,平成三十年文部科学省令第三十号,スポーツにおける使用を禁止すべき物質及び国際規約に違反する行為を定める省令,すぽーつにおけるしようをきんしすべきぶっしつおよびこくさいきやくにいはんするこういをさだめるしょうれい,,平成三十年十月一日,スポーツにおける使用を禁止すべき物質及び国際規約に違反する行為を定める省令の一部を改正する省令,令和二年文部科学省令第四十三号,令和二年十二月二十五日,令和三年一月一日,,430M60000080030,https://elaws.e-gov.go.jp/document?lawid=430M60000080030_20210101_502M60000080043,,
法律,昭和二十四年法律第一号,教育公務員特例法,きょういくこうむいんとくれいほう,,昭和二十四年一月十二日,地方公務員法及び地方自治法の一部を改正する法律,平成二十九年法律第二十九号,平成二十九年五月十七日,令和二年四月一日,,324AC0000000001,https://elaws.e-gov.go.jp/document?lawid=324AC0000000001_20200401_429AC0000000029,,
法律,昭和二十四年法律第百四十七号,教育職員免許法,きょういくしょくいんめんきょほう,,昭和二十四年五月三十一日,地域の自主性及び自立性を高めるための改革の推進を図るための関係法律の整備に関する法律,令和元年法律第二十六号,令和元年六月七日,令和二年四月一日,,324AC0000000147,https://elaws.e-gov.go.jp/document?lawid=324AC0000000147_20200401_501AC0000000026,,
法律,昭和二十四年法律第百四十八号,教育職員免許法施行法　抄,きょういくしょくいんめんきょほうせこうほうしょう,,昭和二十四年五月三十一日,平成２７年８月１日（基準日）現在のデータ,,,,,324AC0000000148,https://elaws.e-gov.go.jp/document?lawid=324AC0000000148_20150801_000000000000000,,
法律,昭和二十四年法律第二百七号,社会教育法,しゃかいきょういくほう,,昭和二十四年六月十日,学校教育法等の一部を改正する法律,令和元年法律第十一号,令和元年五月二十四日,令和二年四月一日,,324AC0000000207,https://elaws.e-gov.go.jp/document?lawid=324AC0000000207_20200401_501AC0000000011,,○
法律,昭和二十四年法律第二百七十号,私立学校法,しりつがっこうほう,,昭和二十四年十二月十五日,会社法の一部を改正する法律の施行に伴う関係法律の整備等に関する法律,令和元年法律第七十一号,令和元年十二月十一日,令和三年三月一日,,324AC0000000270,https://elaws.e-gov.go.jp/document?lawid=324AC0000000270_20210301_501AC0000000071,,
政令,昭和二十四年政令第六号,教育公務員特例法施行令,きょういくこうむいんとくれいほうせこうれい,,昭和二十四年一月十二日,地方公務員法及び地方自治法の一部を改正する法律の施行に伴う関係政令の整備に関する政令,令和二年政令第六十一号,令和二年三月二十七日,令和二年四月一日,,324CO0000000006,https://elaws.e-gov.go.jp/document?lawid=324CO0000000006_20200401_502CO0000000061,,
法律,昭和二十四年政令第三十四号,学校施設の確保に関する政令,がっこうしせつのかくほにかんするせいれい,,昭和二十四年二月一日,平成２７年８月１日（基準日）現在のデータ,,,,,324CO0000000034,https://elaws.e-gov.go.jp/document?lawid=324CO0000000034_20150801_000000000000000,,
