法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
法律,明治二十九年法律第五号,国債証券買入銷却法,こくさいしょうけんかいいれしょうきゃくほう,,明治二十九年二月二十一日,平成２７年８月１日（基準日）現在のデータ,,,,,129AC0000000005,https://elaws.e-gov.go.jp/document?lawid=129AC0000000005_20150801_000000000000000,,
府省令,明治四十三年大蔵省令第二十四号,第三回四分利付英貨公債発行規程,だいさんかいよんぶんりつきえいかこうさいはっこうきてい,,明治四十三年五月六日,平成２８年１０月１日（基準日）現在のデータ,,,,,143M10000040024,https://elaws.e-gov.go.jp/document?lawid=143M10000040024_20161001_000000000000000,,
府省令,明治四十三年大蔵省令第二十六号,寄託又ハ供託ニ係ル国債ノ償還元金代リ新公債交付ニ関スル特別取扱規程,きたくまたはきょうたくにかかるこくさいのしょうかんがんきんがわりしんこうさいこうふにかんするとくべつとりあつかいきてい,,明治四十三年五月七日,平成２８年１０月１日（基準日）現在のデータ,,,,,143M10000040026,https://elaws.e-gov.go.jp/document?lawid=143M10000040026_20161001_000000000000000,,
府省令,大正十一年大蔵省令第三十一号,国債規則,こくさいきそく,,大正十一年四月一日,国債規則等の一部を改正する省令,令和二年財務省令第八十九号,令和二年十二月二十五日,令和三年四月一日,,211M10000040031,https://elaws.e-gov.go.jp/document?lawid=211M10000040031_20210401_502M60000040089,,
府省令,大正十一年大蔵省令第四十二号,寄託又ハ供託セル国債ノ国債応募払込現金代用ニ関スル特別取扱規程,きたくまたはきょうたくせるこくさいのこくさいおうぼはらいこみげんきんだいようにかんするとくべつとりあつかいきてい,,大正十一年五月八日,平成２８年１０月１日（基準日）現在のデータ,,,,,211M10000040042,https://elaws.e-gov.go.jp/document?lawid=211M10000040042_20161001_000000000000000,,
府省令,大正十一年大蔵省令第五十八号,寄託又ハ供託セル国債証券附属利札尽了ノモノノ特別取扱規程,きたくまたはきょうたくせるこくさいしょうけんふぞくりふだじんりょうのもののとくべつとりあつかいきてい,,大正十一年十二月一日,平成２８年１０月１日（基準日）現在のデータ,,,,,211M10000040058,https://elaws.e-gov.go.jp/document?lawid=211M10000040058_20161001_000000000000000,,
府省令,大正十三年大蔵省令第三号,六分半利付米貨公債発行規程,ろくぶはんりつきべいかこうさいはっこうきてい,,大正十三年二月十三日,平成２８年１０月１日（基準日）現在のデータ,,,,,213M10000040003,https://elaws.e-gov.go.jp/document?lawid=213M10000040003_20161001_000000000000000,,
府省令,大正十三年大蔵省令第四号,六分利付英貨公債発行規程,ろくぶりつきえいかこうさいはっこうきてい,,大正十三年二月十三日,平成２８年１０月１日（基準日）現在のデータ,,,,,213M10000040004,https://elaws.e-gov.go.jp/document?lawid=213M10000040004_20161001_000000000000000,,
府省令,昭和五年大蔵省令第九号,五分半利付英貨公債発行規程,ごぶはんりつきえいかこうさいはっこうきてい,,昭和五年五月十二日,平成２８年１０月１日（基準日）現在のデータ,,,,,305M10000040009,https://elaws.e-gov.go.jp/document?lawid=305M10000040009_20161001_000000000000000,,
府省令,昭和十一年大蔵省令第十二号,供託又ハ寄託セル国債ノ償還金ヲ以テ為ス代リ国債ノ買入ニ関スル特別取扱規程,きょうたくまたはきたくせるこくさいのしょうかんきんをもってなすかわりこくさいのかいいれにかんするとくべつとりあつかいきてい,,昭和十一年五月四日,国債規則等の一部を改正する省令,令和二年財務省令第八十九号,令和二年十二月二十五日,令和二年十二月二十五日,,311M10000040012,https://elaws.e-gov.go.jp/document?lawid=311M10000040012_20201225_502M60000040089,,
