法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
法律,昭和二十二年法律第百六十五号,郵便法,ゆうびんほう,,昭和二十二年十二月十二日,成年被後見人等の権利の制限に係る措置の適正化等を図るための関係法律の整備に関する法律,令和元年法律第三十七号,令和元年六月十四日,令和元年十二月十四日,,322AC0000000165,https://elaws.e-gov.go.jp/document?lawid=322AC0000000165_20191214_501AC0000000037,,
法律,昭和二十二年法律第百六十五号,郵便法,ゆうびんほう,,昭和二十二年十二月十二日,郵便法及び民間事業者による信書の送達に関する法律の一部を改正する法律,令和二年法律第七十号,令和二年十二月四日,令和三年六月三日,公布の日から起算して六月を超えない範囲内において政令で定める日,322AC0000000165,https://elaws.e-gov.go.jp/document?lawid=322AC0000000165_20210603_502AC0000000070,○,
法律,昭和二十四年法律第九十一号,郵便切手類販売所等に関する法律,ゆうびんきってるいはんばいじょとうにかんするほうりつ,,昭和二十四年五月二十日,平成２７年８月１日（基準日）現在のデータ,,,,,324AC0000000091,https://elaws.e-gov.go.jp/document?lawid=324AC0000000091_20150801_000000000000000,,
法律,昭和二十四年法律第二百十三号,簡易郵便局法,かんいゆうびんきょくほう,,昭和二十四年六月十五日,独立行政法人郵便貯金・簡易生命保険管理機構法の一部を改正する法律,平成三十年法律第四十一号,平成三十年六月八日,平成三十一年四月一日,,324AC0000000213,https://elaws.e-gov.go.jp/document?lawid=324AC0000000213_20190401_430AC0000000041,,
法律,昭和二十四年法律第二百二十四号,お年玉付郵便葉書等に関する法律,おとしだまつきゆうびんはがきとうにかんするほうりつ,,昭和二十四年十一月十四日,平成２７年８月１日（基準日）現在のデータ,,,,,324AC0000000224,https://elaws.e-gov.go.jp/document?lawid=324AC0000000224_20150801_000000000000000,,
法律,昭和二十四年法律第二百八十四号,郵便物運送委託法,ゆうびんぶつうんそういたくほう,,昭和二十四年十二月二十六日,平成２７年８月１日（基準日）現在のデータ,,,,,324AC0000000284,https://elaws.e-gov.go.jp/document?lawid=324AC0000000284_20150801_000000000000000,,
政令,平成十七年政令第三百四十二号,郵政民営化法施行令,ゆうせいみんえいかほうせこうれい,,平成十七年十一月十六日,郵政民営化法施行令の一部を改正する政令,平成三十一年政令第三十五号,平成三十一年三月十三日,平成三十一年四月一日,,417CO0000000342,https://elaws.e-gov.go.jp/document?lawid=417CO0000000342_20190401_431CO0000000035,,
法律,昭和二十七年法律第百二十二号,日本国とアメリカ合衆国との間の相互協力及び安全保障条約第六条に基づく施設及び区域並びに日本国における合衆国軍隊の地位に関する協定の実施に伴う郵便法の特例に関する法律,にほんこくとあめりかがっしゅうこくとのあいだのそうごきょうりょくおよびあんぜんほしょうじょうやくだいろくじょうにもとづくしせつおよびくいきならびににほんこくにおけるがっしゅうこくぐんたいのちいにかんするきょうていのじっしにともなうゆうびんほうのとくれいにかんするほうりつ,,昭和二十七年四月二十八日,平成２７年８月１日（基準日）現在のデータ,,,,,327AC0000000122,https://elaws.e-gov.go.jp/document?lawid=327AC0000000122_20150801_000000000000000,,
府省令,平成十八年内閣府・総務省令第三号,郵便貯金銀行及び郵便保険会社に係る移行期間中の業務の制限等に関する命令,ゆうびんちょきんぎんこうおよびゆうびんほけんがいしゃにかかるいこうきかんちゅうのぎょうむのせいげんとうにかんするめいれい,,平成十八年七月二十六日,郵便貯金銀行及び郵便保険会社に係る移行期間中の業務の制限等に関する命令の一部を改正する命令,令和三年内閣府・総務省令第二号,令和三年二月三日,令和三年三月一日,,418M6000000a003,https://elaws.e-gov.go.jp/document?lawid=418M6000000a003_20210301_503M6000000a002,,
法律,昭和二十九年法律第百八号,軍事郵便貯金等特別処理法,ぐんじゆうびんちょきんとうとくべつしょりほう,,昭和二十九年五月十五日,独立行政法人郵便貯金・簡易生命保険管理機構法の一部を改正する法律,平成三十年法律第四十一号,平成三十年六月八日,平成三十一年四月一日,,329AC0000000108,https://elaws.e-gov.go.jp/document?lawid=329AC0000000108_20190401_430AC0000000041,,
府省令,昭和二十二年逓信省令第二十四号,昭和二十二年逓信省令第二十四号（意匠が軍国主義、神道等の象徴に関係ある郵便切手及び郵便葉書使用禁止に関する省令）,いしょうがぐんこくしゅぎしんとうとうのしょうちょうにかんけいあるゆうびんきっておよびゆうびんはがきしようきんしにかんするしょうれい,,昭和二十二年七月二十三日,平成２８年１０月１日（基準日）現在のデータ,,,,,322M40001000024,https://elaws.e-gov.go.jp/document?lawid=322M40001000024_20161001_000000000000000,,
政令,昭和三十三年政令第二百七十九号,お年玉付郵便葉書等に関する法律施行令,おとしだまつきゆうびんはがきとうにかんするほうりつせこうれい,,昭和三十三年九月二十九日,平成２７年８月１日（基準日）現在のデータ,,,,,333CO0000000279,https://elaws.e-gov.go.jp/document?lawid=333CO0000000279_20150801_000000000000000,,
法律,昭和四十七年法律第百七号,飛鳥地方における歴史的風土及び文化財の保存等に必要な資金に充てるための寄附金つき郵便葉書等の発行の特例に関する法律,あすかちほうにおけるれきしてきふうどおよびぶんかざいのほぞんとうにひつようなしきんにみてるためのきふきんつきゆうびんはがきとうのはっこうのとくれいにかんするほうりつ,,昭和四十七年六月二十六日,平成２７年８月１日（基準日）現在のデータ,,,,,347AC1000000107,https://elaws.e-gov.go.jp/document?lawid=347AC1000000107_20150801_000000000000000,,
政令,昭和四十七年政令第百五十三号,沖縄の復帰に伴う郵政省関係法令の適用の特別措置等に関する政令,おきなわのふっきにともなうゆうせいしょうかんけいほうれいのてきようのとくべつそちとうにかんするせいれい,,昭和四十七年五月一日,平成２７年８月１日（基準日）現在のデータ,,,,,347CO0000000153,https://elaws.e-gov.go.jp/document?lawid=347CO0000000153_20150801_000000000000000,,
政令,昭和四十七年政令第三百三十三号,飛鳥地方における歴史的風土及び文化財の保存等に必要な資金に充てるための寄附金つき郵便葉書等の発行の特例に関する法律第二条の事業を定める政令,あすかちほうにおけるれきしてきふうどおよびぶんかざいのほぞんとうにひつようなしきんにみてるためのきふきんつきゆうびんはがきとうのはっこうのとくれいにかんするほうりつだいにじょうのじぎょうをさだめるせいれい,,昭和四十七年九月十一日,平成２７年８月１日（基準日）現在のデータ,,,,,347CO0000000333,https://elaws.e-gov.go.jp/document?lawid=347CO0000000333_20150801_000000000000000,,
府省令,昭和四十七年郵政省令第十五号,沖縄の復帰に伴う郵政省関係法令の適用の特別措置等に関する省令,おきなわのふっきにともなうゆうせいしょうかんけいほうれいのてきようのとくべつそちとうにかんするしょうれい,,昭和四十七年五月一日,不正競争防止法等の一部を改正する法律の施行に伴う総務省関係省令の整理に関する省令,令和元年総務省令第十九号,令和元年六月二十八日,令和元年七月一日,,347M50001000015,https://elaws.e-gov.go.jp/document?lawid=347M50001000015_20190701_501M60000008019,,
府省令,平成七年郵政省令第六十八号,阪神・淡路大震災に伴う貸付けに関する郵便貯金規則の特例を定める省令,はんしん・あわじだいしんさいにともなうかしつけにかんするゆうびんちょきんきそくのとくれいをさだめるしょうれい,,平成七年八月九日,平成２８年１０月１日（基準日）現在のデータ,,,,,407M50001000068,https://elaws.e-gov.go.jp/document?lawid=407M50001000068_20161001_000000000000000,,
政令,平成十五年政令第八十三号,郵便法第七十三条の審議会等を定める政令,ゆうびんほうだいななじゅうさんじょうのしんぎかいとうをさだめるせいれい,,平成十五年三月二十八日,平成２７年８月１日（基準日）現在のデータ,,,,,415CO0000000083,https://elaws.e-gov.go.jp/document?lawid=415CO0000000083_20150801_000000000000000,,
政令,平成十五年政令第九十三号,郵便貯金振興会の組織変更に伴う関係政令の整理等に関する政令　抄,ゆうびんちょきんしんこうかいのそしきへんこうにともなうかんけいせいれいのせいりとうにかんするせいれい　しょう,,平成十五年三月二十八日,平成２７年８月１日（基準日）現在のデータ,,,,,415CO0000000093,https://elaws.e-gov.go.jp/document?lawid=415CO0000000093_20150801_000000000000000,,
府省令,平成十五年総務省令第五号,郵便法施行規則,ゆうびんほうせこうきそく,,平成十五年一月十四日,郵便法施行規則の一部を改正する省令,令和二年総務省令第八十号,令和二年八月二十八日,令和二年八月二十八日,,415M60000008005,https://elaws.e-gov.go.jp/document?lawid=415M60000008005_20200828_502M60000008080,,
府省令,平成十五年総務省令第六号,国際郵便規則,こくさいゆうびんきそく,,平成十五年一月十四日,郵便法施行規則及び国際郵便規則の一部を改正する省令,平成二十九年総務省令第八十二号,平成二十九年十二月二十一日,平成三十年一月一日,,415M60000008006,https://elaws.e-gov.go.jp/document?lawid=415M60000008006_20180101_429M60000008082,,
府省令,平成十五年総務省令第七号,お年玉付郵便葉書等に関する法律施行規則,おとしだまつきゆうびんはがきとうにかんするほうりつせこうきそく,,平成十五年一月十四日,平成２８年１０月１日（基準日）現在のデータ,,,,,415M60000008007,https://elaws.e-gov.go.jp/document?lawid=415M60000008007_20161001_000000000000000,,
法律,平成十七年法律第九十七号,郵政民営化法,ゆうせいみんえいかほう,,平成十七年十月二十一日,情報通信技術の進展に伴う金融取引の多様化に対応するための資金決済に関する法律等の一部を改正する法律,令和元年法律第二十八号,令和元年六月七日,令和二年五月一日,,417AC0000000097,https://elaws.e-gov.go.jp/document?lawid=417AC0000000097_20200501_501AC0000000028,,
法律,平成十七年法律第百号,日本郵便株式会社法,にほんゆうびんかぶしきがいしゃほう,,平成十七年十月二十一日,会社法の一部を改正する法律の施行に伴う関係法律の整備等に関する法律,令和元年法律第七十一号,令和元年十二月十一日,令和三年三月一日,,417AC0000000100,https://elaws.e-gov.go.jp/document?lawid=417AC0000000100_20210301_501AC0000000071,,
法律,平成十七年法律第九十八号,日本郵政株式会社法,にほんゆうせいかぶしきがいしゃほう,,平成十七年十月二十一日,会社法の一部を改正する法律の施行に伴う関係法律の整備等に関する法律,令和元年法律第七十一号,令和元年十二月十一日,令和三年三月一日,,417AC0000000098,https://elaws.e-gov.go.jp/document?lawid=417AC0000000098_20210301_501AC0000000071,,
政令,平成十八年政令第百四十三号,郵政民営化委員会令,ゆうせいみんえいかいいんかいれい,,平成十八年三月三十一日,平成２７年８月１日（基準日）現在のデータ,,,,,418CO0000000143,https://elaws.e-gov.go.jp/document?lawid=418CO0000000143_20150801_000000000000000,,
府省令,平成十八年総務省令第三号,日本郵政株式会社法施行規則,にほんゆうせいかぶしきがいしゃほうせこうきそく,,平成十八年一月二十日,日本郵政株式会社法施行規則及び日本郵便株式会社法施行規則の一部を改正する省令,令和二年総務省令第百二十一号,令和二年十二月二十三日,令和三年三月一日,,418M60000008003,https://elaws.e-gov.go.jp/document?lawid=418M60000008003_20210301_502M60000008121,,
府省令,平成十八年総務省令第七十二号,日本郵政株式会社の経営委員会の議事録に関する規則,にほんゆうせいかぶしきがいしゃのけいえいいいんかいのぎじろくにかんするきそく,,平成十八年四月二十五日,平成２８年１０月１日（基準日）現在のデータ,,,,,418M60000008072,https://elaws.e-gov.go.jp/document?lawid=418M60000008072_20161001_000000000000000,,
府省令,平成十八年内閣府・総務省令第一号,日本郵政公社の業務等の承継に係る実施計画に関する命令,にほんゆうせいこうしゃのぎょうむとうのしょうけいにかかるじっしけいかくにかんするめいれい,,平成十八年一月二十六日,平成２８年１０月１日（基準日）現在のデータ,,,,,418M6000000a001,https://elaws.e-gov.go.jp/document?lawid=418M6000000a001_20161001_000000000000000,,
府省令,平成十九年内閣府令第七十一号,日本郵政株式会社が銀行持株会社等である場合の届出に関する手続を定める内閣府令,にほんゆうせいかぶしきがいしゃがぎんこうもちかぶかいしゃとうであるばあいのとどけでにかんするてつづきをさだめるないかくふれい,,平成十九年九月二十日,無尽業法施行細則等の一部を改正する内閣府令,令和三年内閣府令第五号,令和三年二月三日,令和三年三月一日,,419M60000002071,https://elaws.e-gov.go.jp/document?lawid=419M60000002071_20210301_503M60000002005,,
府省令,平成十九年総務省令第三十七号,日本郵便株式会社法施行規則,,,平成十九年三月二十六日,日本郵便株式会社法施行規則の一部を改正する省令,令和三年総務省令第四十号,令和三年三月三十一日,令和三年四月一日,,419M60000008037,https://elaws.e-gov.go.jp/document?lawid=419M60000008037_20210401_503M60000008040,,
