法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
法律,大正十年法律第五十七号,公有水面埋立法,こうゆうすいめんうめたてほう,,大正十年四月九日,平成２７年８月１日（基準日）現在のデータ,,,,,210AC0000000057,https://elaws.e-gov.go.jp/document?lawid=210AC0000000057_20150801_000000000000000,,
勅令,大正十一年勅令第百九十四号,公有水面埋立法施行令,こうゆうすいめんうめたてほうせこうれい,,大正十一年四月八日,平成２７年８月１日（基準日）現在のデータ,,,,,211IO0000000194,https://elaws.e-gov.go.jp/document?lawid=211IO0000000194_20150801_000000000000000,,
政令,昭和二十四年政令第三百二十二号,測量法施行令,そくりょうほうせこうれい,,昭和二十四年八月三十一日,情報通信技術の活用による行政手続等に係る関係者の利便性の向上並びに行政運営の簡素化及び効率化を図るための行政手続等における情報通信の技術の利用に関する法律等の一部を改正する法律の施行に伴う関係政令の整備等に関する政令,令和元年政令第百八十三号,令和元年十二月十三日,令和元年十二月十六日,,324CO0000000322,https://elaws.e-gov.go.jp/document?lawid=324CO0000000322_20191216_501CO0000000183,,
法律,昭和二十六年法律第二百二十号,土地収用法施行法　抄,とちしゅうようほうせこうほう　しょう,,昭和二十六年六月九日,平成２７年８月１日（基準日）現在のデータ,,,,,326AC1000000220,https://elaws.e-gov.go.jp/document?lawid=326AC1000000220_20150801_000000000000000,,
政令,昭和二十六年政令第三百四十二号,土地収用法施行令,とちしゅうようほうせこうれい,,昭和二十六年十月二十七日,情報通信技術の活用による行政手続等に係る関係者の利便性の向上並びに行政運営の簡素化及び効率化を図るための行政手続等における情報通信の技術の利用に関する法律等の一部を改正する法律の施行に伴う関係政令の整備等に関する政令,令和元年政令第百八十三号,令和元年十二月十三日,令和元年十二月十六日,,326CO0000000342,https://elaws.e-gov.go.jp/document?lawid=326CO0000000342_20191216_501CO0000000183,,
府省令,昭和二十六年建設省令第三十三号,土地収用法施行規則,とちしゅうようほうせこうきそく,,昭和二十六年十月二十七日,平成２８年１０月１日（基準日）現在のデータ,,,,,326M50004000033,https://elaws.e-gov.go.jp/document?lawid=326M50004000033_20161001_000000000000000,,
法律,昭和二十七年法律第百四十号,日本国とアメリカ合衆国との間の相互協力及び安全保障条約第六条に基づく施設及び区域並びに日本国における合衆国軍隊の地位に関する協定の実施に伴う土地等の使用等に関する特別措置法,にほんこくとあめりかがっしゅうこくとのあいだのそうごきょうりょくおよびあんぜんほしょうじょうやくだいろくじょうにもとづくしせつおよびくいきならびににほんこくにおけるがっしゅうこくぐんたいのちいにかんするきょうていのじっしにともなうとちとうのしようとうにかんするとくべつそちほう,,昭和二十七年五月十五日,行政不服審査法の施行に伴う関係法律の整備等に関する法律,平成二十六年法律第六十九号,平成二十六年六月十三日,平成二十八年四月一日,,327AC0000000140,https://elaws.e-gov.go.jp/document?lawid=327AC0000000140_20160401_426AC0000000069,,
政令,昭和二十七年政令第百四十九号,日本国とアメリカ合衆国との間の相互協力及び安全保障条約第六条に基づく施設及び区域並びに日本国における合衆国軍隊の地位に関する協定の実施に伴う土地等の使用等に関する特別措置法施行令,にほんこくとあめりかがっしゅうこくとのあいだのそうごきょうりょくおよびあんぜんほしょうじょうやくだいろくじょうにもとづくしせつおよびくいきならびににほんこくにおけるがっしゅうこくぐんたいのちいにかんするきょうていのじっしにともなうとちとうのしようとうにかんするとくべつそちほうせこうれい,,昭和二十七年五月十五日,平成２７年８月１日（基準日）現在のデータ,,,,,327CO0000000149,https://elaws.e-gov.go.jp/document?lawid=327CO0000000149_20150801_000000000000000,,
府省令,昭和二十七年総理府令第三十号,日本国とアメリカ合衆国との間の相互協力及び安全保障条約第六条に基づく施設及び区域並びに日本国における合衆国軍隊の地位に関する協定の実施に伴う土地等の使用等に関する特別措置法施行規則,にほんこくとあめりかがっしゅうこくとのあいだのそうごきょうりょくおよびあんぜんほしょうじょうやくだいろくじょうにもとづくしせつおよびくいきならびににほんこくにおけるがっしゅうこくぐんたいのちいにかんするきょうていのじっしにともなうとちとうのしようとうにかんするとくべつそちほうせこうきそく,,昭和二十七年六月十四日,特別調達資金会計官及び特別調達資金出納命令官受入事務規程等の一部を改正する省令,令和元年防衛省令第四号,令和元年六月二十六日,令和元年七月一日,,327M50000002030,https://elaws.e-gov.go.jp/document?lawid=327M50000002030_20190701_501M60002000004,,
政令,昭和二十八年政令第四百十七号,奄美群島の復帰に伴う建設省関係法律の適用の経過措置に関する政令　抄,あまみぐんとうのふっきにともなうけんせつしょうかんけいほうりつのてきようのけいかそちにかんするせいれい　しょう,,昭和二十八年十二月二十四日,平成２７年８月１日（基準日）現在のデータ,,,,,328CO0000000417,https://elaws.e-gov.go.jp/document?lawid=328CO0000000417_20150801_000000000000000,,
