45,327AC0000000266_20210401_502AC0000000067.sentence.nml.wwakati,339428
45,327CO0000000368_20210401_503CO0000000081.sentence.nml.wwakati,338616
45,329AC0000000165_20200923_502AC0000000061.sentence.nml.wwakati,227427
45,329AC0000000166_20150801_000000000000000.sentence.nml.wwakati,2502
45,329CO0000000149_20150801_000000000000000.sentence.nml.wwakati,3354
45,329CO0000000179_20210127_503CO0000000015.sentence.nml.wwakati,192402
45,329M50000002039_20180401_430M60002000003.sentence.nml.wwakati,19879
45,329M50000002040_20200101_501M60002000010.sentence.nml.wwakati,223605
45,329M50000002074_20171130_429M60002000013.sentence.nml.wwakati,2367
45,333M50000002001_20171130_429M60002000011.sentence.nml.wwakati,8261
45,333M50000002028_20210129_503M60002000001.sentence.nml.wwakati,2357
45,334M50000002062_20200326_502M60002000001.sentence.nml.wwakati,21177
45,335M50000002048_20201228_502M60002000012.sentence.nml.wwakati,5001
45,336M50000002040_20161001_000000000000000.sentence.nml.wwakati,2643
45,337CO0000000412_20150801_000000000000000.sentence.nml.wwakati,1009
45,339M50000002035_20200630_502M60002000005.sentence.nml.wwakati,35638
45,339M50000002042_20190401_431M60002000005.sentence.nml.wwakati,10501
45,341CO0000000312_20200401_502CO0000000083.sentence.nml.wwakati,7731
45,341M50000002006_20170401_000000000000000.sentence.nml.wwakati,811
45,341M50000002049_20180401_430M60002000003.sentence.nml.wwakati,2767
45,344M50000002045_20200401_502M60002000003.sentence.nml.wwakati,17438
45,345M50000002003_20170401_999M50000002003.sentence.nml.wwakati,5193
45,347AC0000000033_20150801_000000000000000.sentence.nml.wwakati,2634
45,347CO0000000187_20150801_000000000000000.sentence.nml.wwakati,8602
45,348M50000002065_20190401_431M60002000005.sentence.nml.wwakati,9544
45,349AC0000000101_20160401_426AC0000000069.sentence.nml.wwakati,14481
45,349CO0000000228_20180401_430CO0000000089.sentence.nml.wwakati,12477
45,349M50000002043_20190701_501M60002000004.sentence.nml.wwakati,14628
45,401M50000002010_20190326_431M60002000002.sentence.nml.wwakati,22736
45,404CO0000000072_20150801_000000000000000.sentence.nml.wwakati,1706
45,409M50000002001_20161001_000000000000000.sentence.nml.wwakati,3930
45,411AC1000000130_20160401_424AC0000000100.sentence.nml.wwakati,18824
45,412CO0000000173_20151001_427CO0000000334.sentence.nml.wwakati,16399
45,412CO0000000174_20150801_000000000000000.sentence.nml.wwakati,1743
45,419CO0000000268_20170331_429CO0000000117.sentence.nml.wwakati,10339
45,419M60002000011_20190701_501M60002000004.sentence.nml.wwakati,20197
45,419M60002080001_20161001_000000000000000.sentence.nml.wwakati,429
45,421M60002000005_20201228_502M60002000012.sentence.nml.wwakati,16295
45,422M60002000008_20161001_000000000000000.sentence.nml.wwakati,415
45,424CO0000000040_20150801_000000000000000.sentence.nml.wwakati,1545
45,424M60002000006_20161001_000000000000000.sentence.nml.wwakati,1621
45,425AC0000000108_20150801_000000000000000.sentence.nml.wwakati,25795
45,426CO0000000336_20201126_502CO0000000335.sentence.nml.wwakati,16303
45,426M60002000009_20201001_502M60002000008.sentence.nml.wwakati,29788
45,426M60002000012_20161001_000000000000000.sentence.nml.wwakati,1384
45,427M60002000002_20150401_000000000000000.sentence.nml.wwakati,1784
45,427M60002000012_20201228_502M60002000010.sentence.nml.wwakati,7986
45,427M60002001001_20201225_502M60002001001.sentence.nml.wwakati,1978
45,428M60002000001_20161001_000000000000000.sentence.nml.wwakati,1115
45,428M60002000008_20161001_000000000000000.sentence.nml.wwakati,477
45,428M60002000016_20160401_000000000000000.sentence.nml.wwakati,401
45,429M60002000014_20171215_000000000000000.sentence.nml.wwakati,315
45,430M60002000009_20181130_000000000000000.sentence.nml.wwakati,596
45,501M60002000005_20190930_000000000000000.sentence.nml.wwakati,401
45,502M60002000007_20200729_000000000000000.sentence.nml.wwakati,1623
45,502M60002000009_20201014_000000000000000.sentence.nml.wwakati,350
