05,324AC0000000210_20180104_429AC0000000050.sentence.nml.wwakati,32882
05,324AC0000000259_20150801_000000000000000.sentence.nml.wwakati,2185
05,324AC1000000279_20190914_501AC0000000037.sentence.nml.wwakati,36719
05,324CO0000000404_20150801_000000000000000.sentence.nml.wwakati,142
05,324M50000800027_20210101_502M60000800098.sentence.nml.wwakati,21504
05,325CO0000000186_20150801_000000000000000.sentence.nml.wwakati,7349
05,325M50000800008_20161001_000000000000000.sentence.nml.wwakati,1595
05,327AC1000000239_20190914_501AC0000000037.sentence.nml.wwakati,92533
05,346CO0000000338_20191216_501CO0000000183.sentence.nml.wwakati,8199
05,346M50000800061_20210101_502M60000800098.sentence.nml.wwakati,61712
05,404AC0000000088_20151001_427AC0000000029.sentence.nml.wwakati,10270
05,404CO0000000307_20150801_000000000000000.sentence.nml.wwakati,851
05,404M50000400057_20161001_000000000000000.sentence.nml.wwakati,936
05,404M50000e88001_20161001_000000000000000.sentence.nml.wwakati,2063
05,405M50000800003_20190914_501M60000800034.sentence.nml.wwakati,32236
05,406AC0000000079_20180418_430AC0000000015.sentence.nml.wwakati,6672
05,406M50000800038_20161001_000000000000000.sentence.nml.wwakati,2654
05,408M50000810001_20210101_502M60000810003.sentence.nml.wwakati,10802
05,408M50000810002_20210101_502M60000810003.sentence.nml.wwakati,5166
05,409AC0000000091_20181017_430AC0000000015.sentence.nml.wwakati,18350
05,409M50000800039_20180508_430M60000800043.sentence.nml.wwakati,4045
05,418AC1000000117_20150801_000000000000000.sentence.nml.wwakati,9157
05,418CO0000000084_20180104_429CO0000000228.sentence.nml.wwakati,2917
05,420AC0000000039_20180615_429AC0000000084.sentence.nml.wwakati,19658
05,420M60000800065_20180615_430M60000800047.sentence.nml.wwakati,5615
05,420M60000a00003_20161001_000000000000000.sentence.nml.wwakati,637
05,421M60000802001_20180615_430M60000802003.sentence.nml.wwakati,9942
05,428AC1000000115_20200107_430AC0000000080.sentence.nml.wwakati,7801
05,429AC0000000065_20190914_501AC0000000037.sentence.nml.wwakati,34582
05,429CO0000000227_20180104_000000000000000.sentence.nml.wwakati,151
05,429CO0000000273_20191216_501CO0000000183.sentence.nml.wwakati,1867
05,429M60000100117_20180615_000000000000000.sentence.nml.wwakati,168
05,429M60000800065_20210101_502M60000800098.sentence.nml.wwakati,22099
05,429M60000900002_20210101_502M60000900003.sentence.nml.wwakati,9789
05,430AC0000000080_20200107_000000000000000.sentence.nml.wwakati,52861
05,501M60000800030_20190918_000000000000000.sentence.nml.wwakati,1100
05,502AC0000000018_20200501_000000000000000.sentence.nml.wwakati,16018
05,502CO0000000365_20201223_000000000000000.sentence.nml.wwakati,95
05,502M60000080018_20200501_000000000000000.sentence.nml.wwakati,1678
05,502M60000800047_20200514_000000000000000.sentence.nml.wwakati,1757
05,502M60000880001_20210101_502M60000880002.sentence.nml.wwakati,2874
