法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
法律,昭和二十三年法律第百二十五号,温泉法,おんせんほう,,昭和二十三年七月十日,平成２７年８月１日（基準日）現在のデータ,,,,,323AC0000000125,https://elaws.e-gov.go.jp/document?lawid=323AC0000000125_20150801_000000000000000,,
府省令,昭和二十三年厚生省令第三十五号,温泉法施行規則,おんせんほうせこうきそく,,昭和二十三年八月九日,不正競争防止法等の一部を改正する法律の施行に伴う環境省関係省令の整理に関する省令,令和二年環境省令第九号,令和二年三月三十日,令和二年三月三十日,,323M40000100035,https://elaws.e-gov.go.jp/document?lawid=323M40000100035_20200330_502M60001000009,,
府省令,平成十八年経済産業省・国土交通省・環境省令第一号,特定特殊自動車排出ガスの規制等に関する法律施行規則,とくていとくしゅじどうしゃはいしゅつがすのきせいとうにかんするほうりつせこうきそく,,平成十八年三月二十八日,特定特殊自動車排出ガスの規制等に関する法律施行規則の一部を改正する省令,令和三年経済産業省・国土交通省・環境省令第一号,令和三年二月二日,令和三年二月二日,,418M60001c00001,https://elaws.e-gov.go.jp/document?lawid=418M60001c00001_20210202_503M60001c00001,,
府省令,平成十八年内閣府・総務省・法務省・外務省・財務省・文部科学省・厚生労働省・農林水産省・経済産業省・国土交通省・環境省令第二号,温室効果ガス算定排出量等の報告等に関する命令,おんしつこうかがすさんていはいしゅつりょうとうのほうこくとうにかんするめいれい,,平成十八年三月二十九日,温室効果ガス算定排出量等の報告等に関する命令の一部を改正する命令,平成三十年内閣府・総務省・法務省・外務省・財務省・文部科学省・厚生労働省・農林水産省・経済産業省・国土交通省・環境省・防衛省令第一号,平成三十年十一月三十日,平成三十年十二月一日,,418M60001ffa002,https://elaws.e-gov.go.jp/document?lawid=418M60001ffa002_20181201_430M60003ffa001,,
政令,昭和二十八年政令第四百十号,奄美群島の復帰に伴う厚生省関係法律の適用の経過措置に関する政令　抄,あまみぐんとうのふっきにともなうこうせいしょうかんけいほうりつのてきようのけいかそちにかんするせいれい　しょう,,昭和二十八年十二月二十四日,平成２７年８月１日（基準日）現在のデータ,,,,,328CO0000000410,https://elaws.e-gov.go.jp/document?lawid=328CO0000000410_20150801_000000000000000,,
府省令,昭和二十八年厚生省令第四十九号,国立公園集団施設地区等管理規則,こくりつこうえんしゅうだんしせつちくとうかんりきそく,,昭和二十八年十月二日,元号を改める政令の施行に伴う環境省関係省令の整理に関する省令,令和元年環境省令第二号,令和元年六月二十七日,令和元年六月二十七日,,328M50000100049,https://elaws.e-gov.go.jp/document?lawid=328M50000100049_20190627_501M60001000002,,
府省令,平成二十一年環境省令第十号,汚染土壌処理業に関する省令,おせんどじょうしょりぎょうにかんするしょうれい,,平成二十一年十月二十二日,水質汚濁防止法施行規則等の一部を改正する省令,令和三年環境省令第三号,令和三年三月二十五日,令和三年四月一日,,421M60001000010,https://elaws.e-gov.go.jp/document?lawid=421M60001000010_20210401_503M60001000003,,
法律,昭和三十二年法律第百六十一号,自然公園法,しぜんこうえんほう,,昭和三十二年六月一日,成年被後見人等の権利の制限に係る措置の適正化等を図るための関係法律の整備に関する法律,令和元年法律第三十七号,令和元年六月十四日,令和元年十二月十四日,,332AC0000000161,https://elaws.e-gov.go.jp/document?lawid=332AC0000000161_20191214_501AC0000000037,,○
政令,昭和三十二年政令第二百九十八号,自然公園法施行令,しぜんこうえんほうせこうれい,,昭和三十二年九月三十日,平成２７年８月１日（基準日）現在のデータ,,,,,332CO0000000298,https://elaws.e-gov.go.jp/document?lawid=332CO0000000298_20150801_000000000000000,,
府省令,昭和三十四年厚生省令第十三号,国民公園、千鳥ケ淵戦没者墓苑並びに戦後強制抑留及び引揚死没者慰霊碑苑地管理規則,こくみんこうえん、ちとりがふちせんぼつしゃぼえんならびにせんごきょうせいよくりゅうおよびひきあげしぼつしゃいれいひえんちかんりきそく,,昭和三十四年五月六日,押印を求める手続の見直し等のための環境省関係省令の一部を改正する省令,令和二年環境省令第三十一号,令和二年十二月二十八日,令和二年十二月二十八日,,334M50000100013,https://elaws.e-gov.go.jp/document?lawid=334M50000100013_20201228_502M60001000031,,
法律,平成二十四年法律第五十二号,特定タンカーに係る特定賠償義務履行担保契約等に関する特別措置法,とくていたんかーにかかるとくていばいしょうぎむりこうたんぽけいやくとうにかんするとくべつそちほう,,平成二十四年六月二十七日,船舶油濁損害賠償保障法の一部を改正する法律,令和元年法律第十八号,令和元年五月三十一日,令和二年十月一日,,424AC0000000052,https://elaws.e-gov.go.jp/document?lawid=424AC0000000052_20201001_501AC0000000018,,
法律,昭和三十七年法律第百号,建築物用地下水の採取の規制に関する法律,けんちくぶつようちかすいのさいしゅのきせいにかんするほうりつ,,昭和三十七年五月一日,平成２７年８月１日（基準日）現在のデータ,,,,,337AC0000000100,https://elaws.e-gov.go.jp/document?lawid=337AC0000000100_20150801_000000000000000,,
政令,昭和三十七年政令第三百三十五号,建築物用地下水の採取の規制に関する法律施行令,けんちくぶつようちかすいのさいしゅのきせいにかんするほうりつせこうれい,,昭和三十七年八月二十四日,平成２７年８月１日（基準日）現在のデータ,,,,,337CO0000000335,https://elaws.e-gov.go.jp/document?lawid=337CO0000000335_20150801_000000000000000,,
府省令,昭和三十七年建設省令第二十二号,建築物用地下水の採取の規制に関する法律施行規則,けんちくぶつようちかすいのさいしゅのきせいにかんするほうりつせこうきそく,,昭和三十七年八月二十七日,押印を求める手続の見直し等のための環境省関係省令の一部を改正する省令,令和二年環境省令第三十一号,令和二年十二月二十八日,令和二年十二月二十八日,,337M50004000022,https://elaws.e-gov.go.jp/document?lawid=337M50004000022_20201228_502M60001000031,,
府省令,平成二十七年内閣府・総務省・財務省・文部科学省・厚生労働省・農林水産省・経済産業省・国土交通省・環境省令第二号,新用途水銀使用製品の製造等に関する命令,しんようとすいぎんしようせいひんのせいぞうとうにかんするめいれい,,平成二十七年十二月七日,新用途水銀使用製品の製造等に関する命令の一部を改正する命令,令和二年内閣府・総務省・財務省・文部科学省・厚生労働省・農林水産省・経済産業省・国土交通省・環境省令第九号,令和二年十二月二十八日,令和二年十二月二十八日,,427M60001fca002,https://elaws.e-gov.go.jp/document?lawid=427M60001fca002_20201228_502M60001fca009,,
法律,昭和四十二年法律第百十号,公共用飛行場周辺における航空機騒音による障害の防止等に関する法律,こうきょうようひこうじょうしゅうへんにおけるこうくうきそうおんによるしょうがいのぼうしとうにかんするほうりつ,,昭和四十二年八月一日,行政不服審査法の施行に伴う関係法律の整備等に関する法律,平成二十六年法律第六十九号,平成二十六年六月十三日,平成二十八年四月一日,,342AC0000000110,https://elaws.e-gov.go.jp/document?lawid=342AC0000000110_20160401_426AC0000000069,,
法律,昭和四十三年法律第九十七号,大気汚染防止法,たいきおせんぼうしほう,,昭和四十三年六月十日,大気汚染防止法の一部を改正する法律,令和二年法律第三十九号,令和二年六月五日,令和三年四月一日,,343AC0000000097,https://elaws.e-gov.go.jp/document?lawid=343AC0000000097_20210401_502AC0000000039,,
法律,昭和四十三年法律第九十七号,大気汚染防止法,たいきおせんぼうしほう,,昭和四十三年六月十日,大気汚染防止法の一部を改正する法律,令和二年法律第三十九号,令和二年六月五日,令和四年四月一日,,343AC0000000097,https://elaws.e-gov.go.jp/document?lawid=343AC0000000097_20220401_502AC0000000039,○,
法律,昭和四十三年法律第九十八号,騒音規制法,そうおんきせいほう,,昭和四十三年六月十日,電気事業法等の一部を改正する法律,平成二十六年法律第七十二号,平成二十六年六月十八日,平成二十八年四月一日,,343AC0000000098,https://elaws.e-gov.go.jp/document?lawid=343AC0000000098_20160401_426AC0000000072,,
政令,昭和四十三年政令第三百二十四号,騒音規制法施行令,そうおんきせいほうせこうれい,,昭和四十三年十一月二十七日,平成２７年８月１日（基準日）現在のデータ,,,,,343CO0000000324,https://elaws.e-gov.go.jp/document?lawid=343CO0000000324_20150801_000000000000000,,
府省令,昭和四十三年運輸省令第五十八号,大気汚染防止法第二条第十七項の自動車及び原動機付自転車を定める省令,たいきおせんぼうしほうだいにじょうだいじゅうななこうのじどうしゃおよびげんどうきつきじてんしゃをさだめるしょうれい,,昭和四十三年十一月三十日,大気汚染防止法の一部を改正する法律の施行に伴う環境省関係省令の整備に関する省令,令和二年環境省令第二十五号,令和二年十月十五日,令和三年四月一日,,343M50000800058,https://elaws.e-gov.go.jp/document?lawid=343M50000800058_20210401_502M60001000025,,
法律,昭和四十五年法律第百三十三号,公害防止事業費事業者負担法,こうがいぼうしじぎょうひじぎょうしゃふたんほう,,昭和四十五年十二月二十五日,平成２７年８月１日（基準日）現在のデータ,,,,,345AC0000000133,https://elaws.e-gov.go.jp/document?lawid=345AC0000000133_20150801_000000000000000,,
法律,昭和四十五年法律第百三十六号,海洋汚染等及び海上災害の防止に関する法律,かいようおせんとうおよびかいじょうさいがいのぼうしにかんするほうりつ,,昭和四十五年十二月二十五日,船舶油濁損害賠償保障法の一部を改正する法律,令和元年法律第十八号,令和元年五月三十一日,令和二年十月一日,,345AC0000000136,https://elaws.e-gov.go.jp/document?lawid=345AC0000000136_20201001_501AC0000000018,,
法律,昭和四十五年法律第百三十九号,農用地の土壌の汚染防止等に関する法律,のうようちのどじょうのおせんぼうしとうにかんするほうりつ,,昭和四十五年十二月二十五日,平成２７年８月１日（基準日）現在のデータ,,,,,345AC0000000139,https://elaws.e-gov.go.jp/document?lawid=345AC0000000139_20150801_000000000000000,,
政令,昭和四十五年政令第二百五十三号,公害紛争処理法施行令,こうがいふんそうしょりほうせこうれい,,昭和四十五年八月三十一日,平成２７年８月１日（基準日）現在のデータ,,,,,345CO0000000253,https://elaws.e-gov.go.jp/document?lawid=345CO0000000253_20150801_000000000000000,,
政令,昭和四十六年政令第百八十八号,水質汚濁防止法施行令,すいしつおだくぼうしほうせこうれい,,昭和四十六年六月十七日,水質汚濁防止法施行令の一部を改正する政令,令和二年政令第三百五十六号,令和二年十二月十八日,令和二年十二月十九日,,346CO0000000188,https://elaws.e-gov.go.jp/document?lawid=346CO0000000188_20201219_502CO0000000356,,
法律,昭和四十六年法律第七十号,公害の防止に関する事業に係る国の財政上の特別措置に関する法律,こうがいのぼうしにかんするじぎょうにかかるくにのざいせいじょうのとくべつそちにかんするほうりつ,,昭和四十六年五月二十六日,平成２７年８月１日（基準日）現在のデータ,,,,,346AC0000000070,https://elaws.e-gov.go.jp/document?lawid=346AC0000000070_20150801_000000000000000,,
法律,昭和四十六年法律第九十一号,悪臭防止法,あくしゅうぼうしほう,,昭和四十六年六月一日,平成２７年８月１日（基準日）現在のデータ,,,,,346AC0000000091,https://elaws.e-gov.go.jp/document?lawid=346AC0000000091_20150801_000000000000000,,
政令,昭和四十六年政令第百四十六号,公害防止事業費事業者負担法施行令,こうがいぼうしじぎょうひじぎょうしゃふたんほうせこうれい,,昭和四十六年五月八日,下水道法施行令及び公害防止事業費事業者負担法施行令の一部を改正する政令,平成二十七年政令第三百八十四号,平成二十七年十一月十三日,平成二十七年十一月十九日,,346CO0000000146,https://elaws.e-gov.go.jp/document?lawid=346CO0000000146_20151119_427CO0000000384,,
政令,昭和四十六年政令第二百一号,海洋汚染等及び海上災害の防止に関する法律施行令,かいようおせんとうおよびかいじょうさいがいのぼうしにかんするほうりつせこうれい,,昭和四十六年六月二十二日,海洋汚染等及び海上災害の防止に関する法律施行令の一部を改正する政令,令和二年政令第二百四十五号,令和二年八月十三日,令和三年一月一日,,346CO0000000201,https://elaws.e-gov.go.jp/document?lawid=346CO0000000201_20210101_502CO0000000245,,
政令,昭和四十六年政令第三百二十五号,公害の防止に関する事業に係る国の財政上の特別措置に関する法律施行令,こうがいのぼうしにかんするじぎょうにかかるくにのざいせいじょうのとくべつそちにかんするほうりつせこうれい,,昭和四十六年十月四日,平成２７年８月１日（基準日）現在のデータ,,,,,346CO0000000325,https://elaws.e-gov.go.jp/document?lawid=346CO0000000325_20150801_000000000000000,,
府省令,昭和四十六年総理府令第三十五号,排水基準を定める省令,はいすいきじゅんをさだめるしょうれい,,昭和四十六年六月二十一日,水質汚濁防止法施行規則等の一部を改正する省令の一部を改正する省令,令和元年環境省令第十五号,令和元年十一月十八日,令和元年十二月一日,,346M50000002035,https://elaws.e-gov.go.jp/document?lawid=346M50000002035_20191201_501M60001000015,,
府省令,昭和四十六年総理府令第四十三号,農用地土壌汚染対策地域の指定等に関する手続を定める省令,のうようちどじょうおせんたいさくちいきのしていとうにかんするてつづきをさだめるしょうれい,,昭和四十六年七月一日,平成２８年１０月１日（基準日）現在のデータ,,,,,346M50000002043,https://elaws.e-gov.go.jp/document?lawid=346M50000002043_20161001_000000000000000,,
府省令,昭和四十六年総理府・厚生省令第二号,大気汚染防止法第二十一条第一項の規定に基づく自動車排出ガスによる大気の汚染の限度を定める省令,たいきおせんぼうしほうだいにじゅういちじょうだいいっこうのきていにもとづくじどうしゃはいしゅつがすによるたいきのおせんのげんどをさだめるしょうれい,,昭和四十六年六月二十三日,平成２８年１０月１日（基準日）現在のデータ,,,,,346M50000102002,https://elaws.e-gov.go.jp/document?lawid=346M50000102002_20161001_000000000000000,,
府省令,昭和四十六年総理府・通商産業省令第二号,水質汚濁防止法施行規則,すいしつおだくぼうしほうせこうきそく,,昭和四十六年六月十九日,押印を求める手続の見直し等のための環境省関係省令の一部を改正する省令,令和二年環境省令第三十一号,令和二年十二月二十八日,令和二年十二月二十八日,,346M50000402002,https://elaws.e-gov.go.jp/document?lawid=346M50000402002_20201228_502M60001000031,,
府省令,昭和四十六年運輸省令第三十七号,騒音規制法第二条第四項の自動車を定める省令,そうおんきせいほうだいにじょうだいよんこうのじどうしゃをさだめるしょうれい,,昭和四十六年六月二十三日,平成２８年１０月１日（基準日）現在のデータ,,,,,346M50000800037,https://elaws.e-gov.go.jp/document?lawid=346M50000800037_20161001_000000000000000,,
府省令,昭和四十六年農林省令第四十七号,農用地土壌汚染対策地域の指定要件に係るカドミウムの量の検定の方法を定める省令,のうようちどじょうおせんたいさくちいきのしていようけんにかかるカドミウムのりょうのけんていのほうほうをさだめるしょうれい,,昭和四十六年六月二十四日,不正競争防止法等の一部を改正する法律の施行に伴う環境省関係省令の整理に関する省令,令和二年環境省令第九号,令和二年三月三十日,令和二年三月三十日,,346M50010000047,https://elaws.e-gov.go.jp/document?lawid=346M50010000047_20200330_502M60001000009,,
府省令,昭和四十六年総理府・農林省令第一号,農用地土壌汚染対策計画の内容等を定める省令,のうようちどじょうおせんたいさくけいかくのないようとうをさだめるしょうれい,,昭和四十六年七月一日,平成２８年１０月１日（基準日）現在のデータ,,,,,346M50010002001,https://elaws.e-gov.go.jp/document?lawid=346M50010002001_20161001_000000000000000,,
府省令,昭和四十六年大蔵省・厚生省・農林省・通商産業省・運輸省令第三号,特定工場における公害防止組織の整備に関する法律施行規則,とくていこうじょうにおけるこうがいぼうしそしきのせいびにかんするほうりつせこうきそく,,昭和四十六年八月十三日,特定工場における公害防止組織の整備に関する法律施行規則の一部を改正する省令,令和二年財務省・厚生労働省・農林水産省・経済産業省・国土交通省・環境省令第二号,令和二年十二月二十八日,令和二年十二月二十八日,,346M50010d40003,https://elaws.e-gov.go.jp/document?lawid=346M50010d40003_20201228_502M60001f40002,,
府省令,昭和四十六年厚生省・農林省・通商産業省・運輸省・建設省令第一号,騒音規制法施行規則,そうおんきせいほうせこうきそく,,昭和四十六年六月二十二日,押印を求める手続の見直し等のための環境省関係省令の一部を改正する省令,令和二年環境省令第三十一号,令和二年十二月二十八日,令和二年十二月二十八日,,346M50014d00001,https://elaws.e-gov.go.jp/document?lawid=346M50014d00001_20201228_502M60001000031,,
法律,昭和四十七年法律第八十五号,自然環境保全法,しぜんかんきょうほぜんほう,,昭和四十七年六月二十二日,自然環境保全法の一部を改正する法律,平成三十一年法律第二十号,平成三十一年四月二十六日,令和二年四月一日,,347AC0000000085,https://elaws.e-gov.go.jp/document?lawid=347AC0000000085_20200401_431AC0000000020,,
政令,昭和四十七年政令第百三号,沖縄の復帰に伴う環境庁関係法令の適用の特別措置に関する政令,おきなわのふっきにともなうかんきょうちょうかんけいほうれいのてきようのとくべつそちにかんするせいれい,,昭和四十七年四月二十八日,平成２７年８月１日（基準日）現在のデータ,,,,,347CO0000000103,https://elaws.e-gov.go.jp/document?lawid=347CO0000000103_20150801_000000000000000,,
府省令,昭和四十七年総理府令第三十九号,悪臭防止法施行規則,あくしゅうぼうしほうせこうきそく,,昭和四十七年五月三十日,押印を求める手続の見直し等のための環境省関係省令の一部を改正する省令,令和二年環境省令第三十一号,令和二年十二月二十八日,令和二年十二月二十八日,,347M50000002039,https://elaws.e-gov.go.jp/document?lawid=347M50000002039_20201228_502M60001000031,,
府省令,昭和四十七年総理府令第四十七号,公害紛争処理法施行規則,こうがいふんそうしょりほうせこうきそく,,昭和四十七年六月三十日,公害紛争処理法施行規則の一部を改正する省令,令和二年総務省令第五十九号,令和二年六月十日,令和二年六月十日,,347M50000002047,https://elaws.e-gov.go.jp/document?lawid=347M50000002047_20200610_502M60000008059,,
