法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
府省令,明治三十三年逓信省令第三十八号,伝染病患者鉄道乗車規程,でんせんびょうかんじゃてつどうじょうしゃきてい,,明治三十三年八月十日,平成２８年１０月１日（基準日）現在のデータ,,,,,133M10001000038,https://elaws.e-gov.go.jp/document?lawid=133M10001000038_20161001_000000000000000,,
府省令,大正十二年内務省令第四十五号,専用軌道規則,せんようきどうきそく,,大正十二年十二月二十九日,平成２８年１０月１日（基準日）現在のデータ,,,,,212M10000008045,https://elaws.e-gov.go.jp/document?lawid=212M10000008045_20161001_000000000000000,,
府省令,大正十二年鉄道省令第六号,軌道係員規程,きどうかかりいんきてい,,大正十二年十二月二十九日,平成２８年１０月１日（基準日）現在のデータ,,,,,212M10000800006,https://elaws.e-gov.go.jp/document?lawid=212M10000800006_20161001_000000000000000,,
法律,昭和十三年法律第七十一号,陸上交通事業調整法,りくじょうこうつうじぎょうちょうせいほう,,昭和十三年四月二日,行政不服審査法の施行に伴う関係法律の整備等に関する法律,平成二十六年法律第六十九号,平成二十六年六月十三日,平成二十八年四月一日,,313AC0000000071,https://elaws.e-gov.go.jp/document?lawid=313AC0000000071_20160401_426AC0000000069,,
勅令,昭和十三年勅令第五百十七号,陸上交通事業調整法施行令,りくじょうこうつうじぎょうちょうせいほうせこうれい,,昭和十三年七月二十三日,平成２７年８月１日（基準日）現在のデータ,,,,,313IO0000000517,https://elaws.e-gov.go.jp/document?lawid=313IO0000000517_20150801_000000000000000,,
府省令,昭和十三年鉄道省・内務省令第一号,陸上交通事業調整法施行規則,りくじょうこうつうじぎょうちょうせいほうせこうきそく,,昭和十三年八月二日,平成２８年１０月１日（基準日）現在のデータ,,,,,313M10000808001,https://elaws.e-gov.go.jp/document?lawid=313M10000808001_20161001_000000000000000,,
法律,大正十年法律第七十六号,軌道法,きどうほう,,大正十年四月十四日,民法の一部を改正する法律の施行に伴う関係法律の整備等に関する法律,平成二十九年法律第四十五号,平成二十九年六月二日,令和二年四月一日,,210AC0000000076,https://elaws.e-gov.go.jp/document?lawid=210AC0000000076_20200401_429AC0000000045,,
法律,大正十年法律第七十六号,軌道法,きどうほう,,大正十年四月十四日,地域の自主性及び自立性を高めるための改革の推進を図るための関係法律の整備に関する法律,令和二年法律第四十一号,令和二年六月十日,令和四年四月一日,,210AC0000000076,https://elaws.e-gov.go.jp/document?lawid=210AC0000000076_20220401_502AC0000000041,○,○
府省令,大正十二年鉄道省令第四号,軌道運輸規程,きどううんゆきてい,,大正十二年十二月二十九日,平成２８年１０月１日（基準日）現在のデータ,,,,,212M10000800004,https://elaws.e-gov.go.jp/document?lawid=212M10000800004_20161001_000000000000000,,
府省令,大正十二年内務省・鉄道省令,軌道法施行規則,きどうほうせこうきそく,,大正十二年十二月二十日,平成２８年１０月１日（基準日）現在のデータ,,,,,212M10000808000,https://elaws.e-gov.go.jp/document?lawid=212M10000808000_20161001_000000000000000,,
