法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
法律,昭和二十七年法律第百十四号,日本国とアメリカ合衆国との間の相互協力及び安全保障条約第六条に基づく施設及び区域並びに日本国における合衆国軍隊の地位に関する協定の実施に伴うたばこ事業法等の臨時特例に関する法律,にほんこくとあめりかがっしゅうこくとのあいだのそうごきょうりょくおよびあんぜんほしょうじょうやくだいろくじょうにもとづくしせつおよびくいきならびににほんこくにおけるがっしゅうこくぐんたいのちいにかんするきょうていのじっしにともなうたばこじぎょうほうとうのりんじとくれいにかんするほうりつ,,昭和二十七年四月二十八日,平成２７年８月１日（基準日）現在のデータ,,,,,327AC0000000114,https://elaws.e-gov.go.jp/document?lawid=327AC0000000114_20150801_000000000000000,,
法律,昭和三十三年法律第百三十五号,たばこ耕作組合法,たばここうさくくみあいほう,,昭和三十三年五月二日,農業協同組合法等の一部を改正する等の法律,平成二十七年法律第六十三号,平成二十七年九月四日,平成二十八年四月一日,,333AC1000000135,https://elaws.e-gov.go.jp/document?lawid=333AC1000000135_20160401_427AC0000000063,,
府省令,昭和三十三年大蔵省令第二十二号,たばこ耕作組合法施行規則,たばここうさくくみあいほうせこうきそく,,昭和三十三年五月二日,たばこ耕作組合法施行規則の一部を改正する省令,令和二年財務省令第八十三号,令和二年十二月十八日,令和二年十二月十八日,,333M50000040022,https://elaws.e-gov.go.jp/document?lawid=333M50000040022_20201218_502M60000040083,,
政令,昭和四十七年政令第二百三十二号,たばこ耕作組合法施行令,たばここうさくくみあいほうせこうれい,,昭和四十七年六月二十二日,平成２７年８月１日（基準日）現在のデータ,,,,,347CO0000000232,https://elaws.e-gov.go.jp/document?lawid=347CO0000000232_20150801_000000000000000,,
政令,昭和五十七年政令第二百四十六号,新エネルギー総合開発機構がアルコール専売事業特別会計から承継する権利及び義務等に関する政令,しんえねるぎーそうごうかいはつきこうがあるこーるせんばいじぎょうとくべつかいけいからしょうけいするけんりおよびぎむとうにかんするせいれい,,昭和五十七年九月十四日,平成２７年８月１日（基準日）現在のデータ,,,,,357CO0000000246,https://elaws.e-gov.go.jp/document?lawid=357CO0000000246_20150801_000000000000000,,
法律,昭和五十九年法律第六十八号,たばこ事業法,たばこじぎょうほう,,昭和五十九年八月十日,成年被後見人等の権利の制限に係る措置の適正化等を図るための関係法律の整備に関する法律,令和元年法律第三十七号,令和元年六月十四日,令和元年九月十四日,,359AC0000000068,https://elaws.e-gov.go.jp/document?lawid=359AC0000000068_20190914_501AC0000000037,,
法律,昭和五十九年法律第六十八号,たばこ事業法,たばこじぎょうほう,,昭和五十九年八月十日,民法の一部を改正する法律,平成三十年法律第五十九号,平成三十年六月二十日,令和四年四月一日,,359AC0000000068,https://elaws.e-gov.go.jp/document?lawid=359AC0000000068_20220401_430AC0000000059,○,○
政令,昭和六十年政令第二十一号,たばこ事業法施行令,たばこじぎょうほうせこうれい,,昭和六十年三月五日,平成２７年８月１日（基準日）現在のデータ,,,,,360CO0000000021,https://elaws.e-gov.go.jp/document?lawid=360CO0000000021_20150801_000000000000000,,
政令,昭和六十年政令第二十四号,たばこ事業法等の施行に伴う関係政令の整備等に関する政令　抄,たばこじぎょうほうとうのせこうにともなうかんけいせいれいのせいびとうにかんするせいれい,,昭和六十年三月五日,平成２７年８月１日（基準日）現在のデータ,,,,,360CO0000000024,https://elaws.e-gov.go.jp/document?lawid=360CO0000000024_20150801_000000000000000,,
府省令,昭和六十年大蔵省令第五号,たばこ事業法施行規則,たばこじぎょうほうせこうきそく,,昭和六十年三月五日,たばこ事業法施行規則の一部を改正する省令,令和三年財務省令第四十号,令和三年四月一日,令和三年四月一日,,360M50000040005,https://elaws.e-gov.go.jp/document?lawid=360M50000040005_20210401_503M60000040040,,
