法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
府省令,令和二年財務省・経済産業省令第七号,地域経済牽引事業の促進による地域の成長発展の基盤強化に関する法律第二十二条第一項第二号の経済産業省令・財務省令で定める金融機関を定める省令,ちいきけいざいけんいんじぎょうのそくしんによるちいきのせいちょうはってんのきばんきょうかにかんするほうりつだいにじゅうにじょうだいいちこうだいにごうのけいざいさんぎょうしょうれいざいむしょうれいでさだめるきんゆうきかんをさだめるしょうれい,,令和二年九月十六日,,,,令和二年十月一日,,502M60000440007,https://elaws.e-gov.go.jp/document?lawid=502M60000440007_20201001_000000000000000,,
府省令,令和二年経済産業省令第七十六号,地域経済牽引事業の促進による地域の成長発展の基盤強化に関する法律第二条第四項の経済産業省令で定める関係を定める省令,ちいきけいざいけんいんじぎょうのそくしんによるちいきのせいちょうはってんのきばんきょうかにかんするほうりつだいにじょうだいよんこうのけいざいさんぎょうしょうれいでさだめるかんけいをさだめるしょうれい,,令和二年九月十六日,,,,令和二年十月一日,,502M60000400076,https://elaws.e-gov.go.jp/document?lawid=502M60000400076_20201001_000000000000000,,
法律,昭和二十一年法律第六号,金融機関経理応急措置法,きんゆうきかんけいりおうきゅうそちほう,,昭和二十一年八月十五日,平成２７年８月１日（基準日）現在のデータ,,,,,321AC0000000006,https://elaws.e-gov.go.jp/document?lawid=321AC0000000006_20150801_000000000000000,,
法律,昭和二十一年法律第七号,会社経理応急措置法,かいしゃけいりおうきゅうそちほう,,昭和二十一年八月十五日,平成２７年８月１日（基準日）現在のデータ,,,,,321AC0000000007,https://elaws.e-gov.go.jp/document?lawid=321AC0000000007_20150801_000000000000000,,
法律,昭和二十一年法律第七号,会社経理応急措置法,かいしゃけいりおうきゅうそちほう,,昭和二十一年八月十五日,会社法の一部を改正する法律の施行に伴う関係法律の整備等に関する法律,令和元年法律第七十一号,令和元年十二月十一日,令和五年六月十日,会社法改正法附則第一条ただし書に規定する規定の施行の日,321AC0000000007,https://elaws.e-gov.go.jp/document?lawid=321AC0000000007_20230610_501AC0000000071,○,
法律,昭和二十一年法律第三十九号,金融機関再建整備法,きんゆうきかんさいけんせいびほう,,昭和二十一年十月十九日,平成２７年８月１日（基準日）現在のデータ,,,,,321AC0000000039,https://elaws.e-gov.go.jp/document?lawid=321AC0000000039_20150801_000000000000000,,
勅令,昭和二十一年勅令第三百九十号,金融機関経理応急措置法施行令,きんゆうきかんけいりおうきゅうそちほうせこうれい,,昭和二十一年八月十五日,平成２７年８月１日（基準日）現在のデータ,,,,,321IO0000000390,https://elaws.e-gov.go.jp/document?lawid=321IO0000000390_20150801_000000000000000,,
政令,昭和二十一年勅令第三百九十一号,会社経理応急措置法施行令,かいしゃけいりおうきゅうそちほうせこうれい,,昭和二十一年八月十五日,漁業法等の一部を改正する等の法律の施行に伴う関係政令の整備及び経過措置に関する政令,令和二年政令第二百十七号,令和二年七月八日,令和二年十二月一日,,321IO0000000391,https://elaws.e-gov.go.jp/document?lawid=321IO0000000391_20201201_502CO0000000217,,
勅令,昭和二十一年勅令第四百九十九号,金融機関再建整備法施行令,きんゆうきかんさいけんせいびほうせこうれい,,昭和二十一年十月二十九日,平成２７年８月１日（基準日）現在のデータ,,,,,321IO0000000499,https://elaws.e-gov.go.jp/document?lawid=321IO0000000499_20150801_000000000000000,,
政令,昭和二十一年勅令第五百一号,企業再建整備法施行令,きぎょうさいけんせつびほうせこうれい,,昭和二十一年十月二十九日,漁業法等の一部を改正する等の法律の施行に伴う関係政令の整備及び経過措置に関する政令,令和二年政令第二百十七号,令和二年七月八日,令和二年十二月一日,,321IO0000000501,https://elaws.e-gov.go.jp/document?lawid=321IO0000000501_20201201_502CO0000000217,,
府省令,昭和二十一年大蔵省令第九十二号,金融機関経理応急措置法施行規則,きんゆうきかんけいりおうきゅうそちほうせこうきそく,,昭和二十一年八月十五日,平成２８年１０月１日（基準日）現在のデータ,,,,,321M30000040092,https://elaws.e-gov.go.jp/document?lawid=321M30000040092_20161001_000000000000000,,
府省令,昭和二十一年大蔵省・農林省・商工省令第一号,金融機関再建整備法施行規則,きんゆうきかんさいけんせいびほうせこうきそく,,昭和二十一年十月二十九日,平成２８年１０月１日（基準日）現在のデータ,,,,,321M30000640001,https://elaws.e-gov.go.jp/document?lawid=321M30000640001_20161001_000000000000000,,
府省令,昭和二十一年大蔵省・厚生省・農林省・商工省・運輸省令第一号,会社経理応急措置法施行規則,かいしゃけいりおうきゅうそちほうせこうきそく,,昭和二十一年八月十五日,平成２８年１０月１日（基準日）現在のデータ,,,,,321M30000f40001,https://elaws.e-gov.go.jp/document?lawid=321M30000f40001_20161001_000000000000000,,
府省令,昭和二十一年大蔵省・司法省・厚生省・農林省・商工省・運輸省令第一号,企業再建整備法施行規則,きぎょうさいけんせいびほうせこうきそく,,昭和二十一年十月二十九日,平成２８年１０月１日（基準日）現在のデータ,,,,,321M30000f50001,https://elaws.e-gov.go.jp/document?lawid=321M30000f50001_20161001_000000000000000,,
法律,昭和二十一年法律第四十号,企業再建整備法,きぎょうさいけんせいびほう,,昭和二十一年十月十九日,漁業法等の一部を改正する等の法律,平成三十年法律第九十五号,平成三十年十二月十四日,令和二年十二月一日,,321AC0000000040,https://elaws.e-gov.go.jp/document?lawid=321AC0000000040_20201201_430AC0000000095,,
