法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
法律,昭和二十二年法律第二百二十六号,消防組織法,しょうぼうそしきほう,,昭和二十二年十二月二十三日,平成２７年８月１日（基準日）現在のデータ,,,,,322AC0000000226,https://elaws.e-gov.go.jp/document?lawid=322AC0000000226_20150801_000000000000000,,
法律,昭和二十八年法律第八十七号,消防施設強化促進法,しょうぼうしせつきょうかそくしんほう,,昭和二十八年七月二十七日,平成２７年８月１日（基準日）現在のデータ,,,,,328AC0000000087,https://elaws.e-gov.go.jp/document?lawid=328AC0000000087_20150801_000000000000000,,
政令,昭和二十八年政令第百二十四号,消防施設強化促進法施行令,しょうぼうしせつきょうかそくしんほうせこうれい,,昭和二十八年七月二十七日,平成２７年８月１日（基準日）現在のデータ,,,,,328CO0000000124,https://elaws.e-gov.go.jp/document?lawid=328CO0000000124_20150801_000000000000000,,
政令,昭和二十八年政令第四百三号,奄美群島の復帰に伴う警察消防関係法令の適用の経過措置に関する政令　抄,あまみぐんとうのふっきにともなうけいさつしょうぼうかんけいほうれいのてきようのけいかそちにかんするせいれい　しょう,,昭和二十八年十二月二十四日,平成２７年８月１日（基準日）現在のデータ,,,,,328CO0000000403,https://elaws.e-gov.go.jp/document?lawid=328CO0000000403_20150801_000000000000000,,
法律,昭和三十一年法律第百七号,消防団員等公務災害補償等責任共済等に関する法律,しょうぼうだんいんとうこうむさいがいほしょうとうせきにんきょうさいとうにかんするほうりつ,,昭和三十一年五月二十一日,内閣の重要政策に関する総合調整等に関する機能の強化のための国家行政組織法等の一部を改正する法律,平成二十七年法律第六十六号,平成二十七年九月十一日,平成二十八年四月一日,,331AC0000000107,https://elaws.e-gov.go.jp/document?lawid=331AC0000000107_20160401_427AC0000000066,,
法律,昭和三十一年法律第百七号,消防団員等公務災害補償等責任共済等に関する法律,しょうぼうだんいんとうこうむさいがいほしょうとうせきにんきょうさいとうにかんするほうりつ,,昭和三十一年五月二十一日,年金制度の機能強化のための国民年金法等の一部を改正する法律,令和二年法律第四十号,令和二年六月五日,令和四年四月一日,,331AC0000000107,https://elaws.e-gov.go.jp/document?lawid=331AC0000000107_20220401_502AC0000000040,○,
政令,昭和三十一年政令第三百四十六号,消防団員等公務災害補償等責任共済等に関する法律施行令,しょうぼうだんいんとうこうむさいがいほしょうとうせきにんきょうさいとうにかんするほうりつせこうれい,,昭和三十一年十一月十九日,平成２７年８月１日（基準日）現在のデータ,,,,,331CO0000000346,https://elaws.e-gov.go.jp/document?lawid=331CO0000000346_20150801_000000000000000,,
府省令,昭和三十一年総理府令第八十八号,消防団員等公務災害補償等共済基金の会計及び資産の運用その他財務に関する規則,しょうぼうだんいんとうこうむさいがいほしょうとうきょうさいききんのかいけいおよびしさんのうんようそのほかざいむにかんするきそく,,昭和三十一年十二月五日,平成２８年１０月１日（基準日）現在のデータ,,,,,331M50000002088,https://elaws.e-gov.go.jp/document?lawid=331M50000002088_20161001_000000000000000,,
府省令,昭和三十二年総理府令第五号,消防団員等公務災害補償等責任共済等に関する法律施行規則,しょうぼうだんいんとうこうむさいがいほしょうとうせきにんきょうさいとうにかんするほうりつせこうきそく,,昭和三十二年二月二十三日,平成２８年１０月１日（基準日）現在のデータ,,,,,332M50000002005,https://elaws.e-gov.go.jp/document?lawid=332M50000002005_20161001_000000000000000,,
政令,昭和二十三年政令第五十二号,昭和二十三年政令第五十二号（消防組織法の施行に関する政令）,しょうぼうそしきほうのせこうにかんするせいれい,,昭和二十三年三月六日,平成２７年８月１日（基準日）現在のデータ,,,,,323CO0000000052,https://elaws.e-gov.go.jp/document?lawid=323CO0000000052_20150801_000000000000000,,
府省令,昭和三十三年総理府令第三十九号,消防施設強化促進法第五条の規定に基く補助金の交付申請書の提出に関する総理府令,しょうぼうしせつきょうかそくしんほうだいごじょうのきていにもとづくほじょきんのこうふしんせいしょのていしゅつにかんするそうりふれい,,昭和三十三年五月二十一日,平成２８年１０月１日（基準日）現在のデータ,,,,,333M50000002039,https://elaws.e-gov.go.jp/document?lawid=333M50000002039_20161001_000000000000000,,
政令,昭和三十四年政令第百九十九号,消防審議会令,しょうぼうしんぎかいれい,,昭和三十四年五月三十日,平成２７年８月１日（基準日）現在のデータ,,,,,334CO0000000199,https://elaws.e-gov.go.jp/document?lawid=334CO0000000199_20150801_000000000000000,,
政令,昭和三十四年政令第三百六号,危険物の規制に関する政令,きけんぶつのきせいにかんするせいれい,,昭和三十四年九月二十六日,情報通信技術の活用による行政手続等に係る関係者の利便性の向上並びに行政運営の簡素化及び効率化を図るための行政手続等における情報通信の技術の利用に関する法律等の一部を改正する法律の施行に伴う関係政令の整備等に関する政令,令和元年政令第百八十三号,令和元年十二月十三日,令和元年十二月十六日,,334CO0000000306,https://elaws.e-gov.go.jp/document?lawid=334CO0000000306_20191216_501CO0000000183,,
府省令,昭和三十四年総理府令第五十五号,危険物の規制に関する規則,きけんぶつのきせいにかんするきそく,,昭和三十四年九月二十九日,危険物の規制に関する規則等の一部を改正する省令,令和二年総務省令第百二十四号,令和二年十二月二十五日,令和二年十二月二十五日,,334M50000002055,https://elaws.e-gov.go.jp/document?lawid=334M50000002055_20201225_502M60000008124,,
政令,昭和三十六年政令第三十七号,消防法施行令,しょうぼうほうせこうれい,,昭和三十六年三月二十五日,情報通信技術の活用による行政手続等に係る関係者の利便性の向上並びに行政運営の簡素化及び効率化を図るための行政手続等における情報通信の技術の利用に関する法律等の一部を改正する法律の施行に伴う関係政令の整備等に関する政令,令和元年政令第百八十三号,令和元年十二月十三日,令和元年十二月十六日,,336CO0000000037,https://elaws.e-gov.go.jp/document?lawid=336CO0000000037_20191216_501CO0000000183,,
府省令,昭和三十六年自治省令第六号,消防法施行規則,しょうぼうほうせこうきそく,,昭和三十六年四月一日,消防法施行規則の一部を改正する省令,令和二年総務省令第百二十三号,令和二年十二月二十五日,令和二年十二月二十五日,,336M50000008006,https://elaws.e-gov.go.jp/document?lawid=336M50000008006_20201225_502M60000008123,,
政令,昭和三十八年政令第三百十六号,日本消防検定協会に対する出資の目的とする土地等の評価に関する政令,にほんしょうぼうけんていきょうかいにたいするしゅっしのもくてきとするとちとうのひょうかにかんするせいれい,,昭和三十八年八月三十日,平成２７年８月１日（基準日）現在のデータ,,,,,338CO0000000316,https://elaws.e-gov.go.jp/document?lawid=338CO0000000316_20150801_000000000000000,,
府省令,昭和三十八年自治省令第二十七号,日本消防検定協会の業務方法書に記載すべき事項を定める省令,にほんしょうぼうけんていきょうかいのぎょうむほうほうかきにきさいすべきじこうをさだめるしょうれい,,昭和三十八年九月三十日,平成２８年１０月１日（基準日）現在のデータ,,,,,338M50000008027,https://elaws.e-gov.go.jp/document?lawid=338M50000008027_20161001_000000000000000,,
府省令,昭和三十八年自治省令第二十八号,日本消防検定協会の財務及び会計に関する省令,にほんしょうぼうけんていきょうかいのざいむおよびかいけいにかんするしょうれい,,昭和三十八年九月三十日,平成２８年１０月１日（基準日）現在のデータ,,,,,338M50000008028,https://elaws.e-gov.go.jp/document?lawid=338M50000008028_20161001_000000000000000,,
府省令,昭和三十八年自治省令第二十九号,日本消防検定協会に対する出資の目的とする土地等の評価に関する省令,にほんしょうぼうけんていきょうかいにたいするしゅっしのもくてきとするとちとうのひょうかにかんするしょうれい,,昭和三十八年九月三十日,平成２８年１０月１日（基準日）現在のデータ,,,,,338M50000008029,https://elaws.e-gov.go.jp/document?lawid=338M50000008029_20161001_000000000000000,,
府省令,昭和三十九年自治省令第二十七号,消火器の技術上の規格を定める省令,しょうかきのぎじゅつじょうのきかくをさだめるしょうれい,,昭和三十九年九月十七日,不正競争防止法等の一部を改正する法律の施行に伴う総務省関係省令の整理に関する省令,令和元年総務省令第十九号,令和元年六月二十八日,令和元年七月一日,,339M50000008027,https://elaws.e-gov.go.jp/document?lawid=339M50000008027_20190701_501M60000008019,,
府省令,昭和三十九年自治省令第二十八号,消火器用消火薬剤の技術上の規格を定める省令,しょうかきようしょうかやくざいのぎじゅつじょうのきかくをさだめるしょうれい,,昭和三十九年九月十七日,不正競争防止法等の一部を改正する法律の施行に伴う総務省関係省令の整理に関する省令,令和元年総務省令第十九号,令和元年六月二十八日,令和元年七月一日,,339M50000008028,https://elaws.e-gov.go.jp/document?lawid=339M50000008028_20190701_501M60000008019,,
府省令,昭和三十九年厚生省令第八号,救急病院等を定める省令,きゅうきゅうびょういんとうをさだめるしょうれい,,昭和三十九年二月二十日,平成２８年１０月１日（基準日）現在のデータ,,,,,339M50000100008,https://elaws.e-gov.go.jp/document?lawid=339M50000100008_20161001_000000000000000,,
府省令,昭和四十年自治省令第二号,閉鎖型スプリンクラーヘッドの技術上の規格を定める省令,へいさがたすぷりんくらーへっどのぎじゅつじょうのきかくをさだめるしょうれい,,昭和四十年一月十二日,不正競争防止法等の一部を改正する法律の施行に伴う総務省関係省令の整理に関する省令,令和元年総務省令第十九号,令和元年六月二十八日,令和元年七月一日,,340M50000008002,https://elaws.e-gov.go.jp/document?lawid=340M50000008002_20190701_501M60000008019,,
府省令,昭和四十年自治省令第三号,金属製避難はしごの技術上の規格を定める省令,きんぞくせいひなんはしごのぎじゅつじょうのきかくをさだめるしょうれい,,昭和四十年一月十二日,不正競争防止法等の一部を改正する法律の施行に伴う総務省関係省令の整理に関する省令,令和元年総務省令第十九号,令和元年六月二十八日,令和元年七月一日,,340M50000008003,https://elaws.e-gov.go.jp/document?lawid=340M50000008003_20190701_501M60000008019,,
府省令,昭和四十九年自治省令第十四号,人口が急増している地域の指定に関する細目を定める省令,じんこうがきゅうぞうしているちいきのしていにかんするこまめをさだめるしょうれい,,昭和四十九年五月十六日,平成２８年１０月１日（基準日）現在のデータ,,,,,349M50000008014,https://elaws.e-gov.go.jp/document?lawid=349M50000008014_20161001_000000000000000,,
府省令,昭和五十年自治省令第十九号,一斉開放弁の技術上の規格を定める省令,いっせいかいほうべんのぎじゅつじょうのきかくをさだめるしょうれい,,昭和五十年九月二十六日,不正競争防止法等の一部を改正する法律の施行に伴う総務省関係省令の整理に関する省令,令和元年総務省令第十九号,令和元年六月二十八日,令和元年七月一日,,350M50000008019,https://elaws.e-gov.go.jp/document?lawid=350M50000008019_20190701_501M60000008019,,
府省令,昭和五十年自治省令第二十六号,泡消火薬剤の技術上の規格を定める省令,あわしょうかやくざいのぎじゅつじょうのきかくをさだめるしょうれい,,昭和五十年十二月九日,不正競争防止法等の一部を改正する法律の施行に伴う総務省関係省令の整理に関する省令,令和元年総務省令第十九号,令和元年六月二十八日,令和元年七月一日,,350M50000008026,https://elaws.e-gov.go.jp/document?lawid=350M50000008026_20190701_501M60000008019,,
